# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:TB                    10:EB                 
  879       2.854196313396e-10       2.331956085204e-12       0.000000000000e+00       0.000000000000e+00       5.954538577918e-12       0.000000000000e+00       9.856673566842e-15       3.190627522331e-15       9.997750796444e-17 
  880       2.839143113529e-10       2.366093902548e-12       0.000000000000e+00       0.000000000000e+00       6.104857871023e-12       0.000000000000e+00       9.814339758642e-15       3.165396931553e-15       1.034874745442e-16 
  881       2.823965948930e-10       2.400752952223e-12       0.000000000000e+00       0.000000000000e+00       6.251305147859e-12       0.000000000000e+00       9.772229491022e-15       3.140165653520e-15       1.069603419464e-16 
  882       2.808669533436e-10       2.435919324631e-12       0.000000000000e+00       0.000000000000e+00       6.393824726092e-12       0.000000000000e+00       9.730341167520e-15       3.114939308750e-15       1.103952160371e-16 
  883       2.793258626696e-10       2.471578964190e-12       0.000000000000e+00       0.000000000000e+00       6.532360617639e-12       0.000000000000e+00       9.688673158923e-15       3.089723564596e-15       1.137911967641e-16 
  884       2.777738034309e-10       2.507717668903e-12       0.000000000000e+00       0.000000000000e+00       6.666856527992e-12       0.000000000000e+00       9.647223803160e-15       3.064524135369e-15       1.171473781423e-16 
  885       2.762112607952e-10       2.544321089926e-12       0.000000000000e+00       0.000000000000e+00       6.797255855559e-12       0.000000000000e+00       9.605991405179e-15       3.039346782465e-15       1.204628482392e-16 
  886       2.746387245511e-10       2.581374731139e-12       0.000000000000e+00       0.000000000000e+00       6.923501690987e-12       0.000000000000e+00       9.564974236839e-15       3.014197314491e-15       1.237366891603e-16 
  887       2.730566891212e-10       2.618863948717e-12       0.000000000000e+00       0.000000000000e+00       7.045536816502e-12       0.000000000000e+00       9.524170536795e-15       2.989081587396e-15       1.269679770348e-16 
  888       2.714656535753e-10       2.656773950698e-12       0.000000000000e+00       0.000000000000e+00       7.163303705231e-12       0.000000000000e+00       9.483578510380e-15       2.964005504591e-15       1.301557820012e-16 
  889       2.698661216437e-10       2.695089796556e-12       0.000000000000e+00       0.000000000000e+00       7.276744520541e-12       0.000000000000e+00       9.443196329495e-15       2.938975017080e-15       1.332991681927e-16 
  890       2.682586017298e-10       2.733796396765e-12       0.000000000000e+00       0.000000000000e+00       7.385801115369e-12       0.000000000000e+00       9.403022132494e-15       2.913996123584e-15       1.363971937225e-16 
  891       2.666436069237e-10       2.772878512375e-12       0.000000000000e+00       0.000000000000e+00       7.490415031550e-12       0.000000000000e+00       9.363054024067e-15       2.889074870670e-15       1.394489106699e-16 
  892       2.650216550151e-10       2.812320754580e-12       0.000000000000e+00       0.000000000000e+00       7.590527499152e-12       0.000000000000e+00       9.323290075129e-15       2.864217352874e-15       1.424533650654e-16 
  893       2.633932685067e-10       2.852107584287e-12       0.000000000000e+00       0.000000000000e+00       7.686079435807e-12       0.000000000000e+00       9.283728322702e-15       2.839429712833e-15       1.454095968763e-16 
  894       2.617589746267e-10       2.892223311683e-12       0.000000000000e+00       0.000000000000e+00       7.777011446040e-12       0.000000000000e+00       9.244366769807e-15       2.814718141405e-15       1.483166399922e-16 
  895       2.601192814322e-10       2.932652241387e-12       0.000000000000e+00       0.000000000000e+00       7.863275551367e-12       0.000000000000e+00       9.205203624203e-15       2.790087796148e-15       1.511738021649e-16 
  896       2.584746056633e-10       2.973379111340e-12       0.000000000000e+00       0.000000000000e+00       7.944870591617e-12       0.000000000000e+00       9.166238019127e-15       2.765539537145e-15       1.539815098609e-16 
  897       2.568253437382e-10       3.014388660214e-12       0.000000000000e+00       0.000000000000e+00       8.021807399771e-12       0.000000000000e+00       9.127469304088e-15       2.741073138182e-15       1.567404771621e-16 
  898       2.551718955658e-10       3.055665482085e-12       0.000000000000e+00       0.000000000000e+00       8.094097124624e-12       0.000000000000e+00       9.088896806994e-15       2.716688363537e-15       1.594514270874e-16 
  899       2.535146645557e-10       3.097194026020e-12       0.000000000000e+00       0.000000000000e+00       8.161751231869e-12       0.000000000000e+00       9.050519834071e-15       2.692384967948e-15       1.621150916210e-16 
  900       2.518540576275e-10       3.138958595669e-12       0.000000000000e+00       0.000000000000e+00       8.224781505192e-12       0.000000000000e+00       9.012337669788e-15       2.668162696573e-15       1.647322117389e-16 
  901       2.501904852205e-10       3.180943348859e-12       0.000000000000e+00       0.000000000000e+00       8.283200047349e-12       0.000000000000e+00       8.974349576778e-15       2.644021284958e-15       1.673035374373e-16 
  902       2.485243613030e-10       3.223132297183e-12       0.000000000000e+00       0.000000000000e+00       8.337019281262e-12       0.000000000000e+00       8.936554795756e-15       2.619960459003e-15       1.698298277591e-16 
  903       2.468561033823e-10       3.265509305594e-12       0.000000000000e+00       0.000000000000e+00       8.386251951098e-12       0.000000000000e+00       8.898952545445e-15       2.595979934922e-15       1.723118508219e-16 
  904       2.451861325136e-10       3.308058091996e-12       0.000000000000e+00       0.000000000000e+00       8.430911123362e-12       0.000000000000e+00       8.861542022495e-15       2.572079419212e-15       1.747503838454e-16 
  905       2.435148733101e-10       3.350762226833e-12       0.000000000000e+00       0.000000000000e+00       8.471010187980e-12       0.000000000000e+00       8.824322401405e-15       2.548258608615e-15       1.771462131785e-16 
  906       2.418427539524e-10       3.393605132685e-12       0.000000000000e+00       0.000000000000e+00       8.506562859390e-12       0.000000000000e+00       8.787292834444e-15       2.524517190084e-15       1.795001343269e-16 
  907       2.401702061977e-10       3.436570083857e-12       0.000000000000e+00       0.000000000000e+00       8.537583177624e-12       0.000000000000e+00       8.750452451573e-15       2.500854840747e-15       1.818129519806e-16 
  908       2.384976653897e-10       3.479640205970e-12       0.000000000000e+00       0.000000000000e+00       8.564085509397e-12       0.000000000000e+00       8.713800360368e-15       2.477271227873e-15       1.840854800413e-16 
  909       2.368255704682e-10       3.522798475556e-12       0.000000000000e+00       0.000000000000e+00       8.586084549195e-12       0.000000000000e+00       8.677335645939e-15       2.453766008835e-15       1.863185416496e-16 
  910       2.351543639783e-10       3.566027719647e-12       0.000000000000e+00       0.000000000000e+00       8.603595320360e-12       0.000000000000e+00       8.641057370851e-15       2.430338831074e-15       1.885129692128e-16 
  911       2.334844920801e-10       3.609310615365e-12       0.000000000000e+00       0.000000000000e+00       8.616633176180e-12       0.000000000000e+00       8.604964575048e-15       2.406989332067e-15       1.906696044320e-16 
  912       2.318164045585e-10       3.652629689519e-12       0.000000000000e+00       0.000000000000e+00       8.625213800971e-12       0.000000000000e+00       8.569056275776e-15       2.383717139288e-15       1.927892983297e-16 
  913       2.301505548322e-10       3.695967318193e-12       0.000000000000e+00       0.000000000000e+00       8.629353211169e-12       0.000000000000e+00       8.533331467498e-15       2.360521870177e-15       1.948729112770e-16 
  914       2.284873999637e-10       3.739305726335e-12       0.000000000000e+00       0.000000000000e+00       8.629067756414e-12       0.000000000000e+00       8.497789121822e-15       2.337403132098e-15       1.969213130213e-16 
  915       2.268274006687e-10       3.782626987357e-12       0.000000000000e+00       0.000000000000e+00       8.624374120635e-12       0.000000000000e+00       8.462428187418e-15       2.314360522310e-15       1.989353827136e-16 
  916       2.251710213256e-10       3.825913022717e-12       0.000000000000e+00       0.000000000000e+00       8.615289323142e-12       0.000000000000e+00       8.427247589944e-15       2.291393627930e-15       2.009160089359e-16 
  917       2.235187299849e-10       3.869145601518e-12       0.000000000000e+00       0.000000000000e+00       8.601830719711e-12       0.000000000000e+00       8.392246231962e-15       2.268502025895e-15       2.028640897288e-16 
  918       2.218709983791e-10       3.912306340096e-12       0.000000000000e+00       0.000000000000e+00       8.584016003666e-12       0.000000000000e+00       8.357422992865e-15       2.245685282931e-15       2.047805326184e-16 
  919       2.202283019321e-10       3.955376701613e-12       0.000000000000e+00       0.000000000000e+00       8.561863206975e-12       0.000000000000e+00       8.322776728795e-15       2.222942955513e-15       2.066662546444e-16 
  920       2.185911197683e-10       3.998337995647e-12       0.000000000000e+00       0.000000000000e+00       8.535390701329e-12       0.000000000000e+00       8.288306272565e-15       2.200274589833e-15       2.085221823871e-16 
  921       2.169599347230e-10       4.041171377785e-12       0.000000000000e+00       0.000000000000e+00       8.504617199231e-12       0.000000000000e+00       8.254010433581e-15       2.177679721764e-15       2.103492519951e-16 
  922       2.153352333511e-10       4.083857849217e-12       0.000000000000e+00       0.000000000000e+00       8.469561755087e-12       0.000000000000e+00       8.219887997763e-15       2.155157876823e-15       2.121484092122e-16 
  923       2.137175059371e-10       4.126378256323e-12       0.000000000000e+00       0.000000000000e+00       8.430243766286e-12       0.000000000000e+00       8.185937727469e-15       2.132708570140e-15       2.139206094054e-16 
  924       2.121072465047e-10       4.168713290266e-12       0.000000000000e+00       0.000000000000e+00       8.386682974292e-12       0.000000000000e+00       8.152158361411e-15       2.110331306416e-15       2.156668175921e-16 
  925       2.105049528259e-10       4.210843486587e-12       0.000000000000e+00       0.000000000000e+00       8.338899465731e-12       0.000000000000e+00       8.118548614584e-15       2.088025579893e-15       2.173880084676e-16 
  926       2.089111264310e-10       4.252749224793e-12       0.000000000000e+00       0.000000000000e+00       8.286913673474e-12       0.000000000000e+00       8.085107178179e-15       2.065790874317e-15       2.190851664322e-16 
  927       2.073262726179e-10       4.294410727949e-12       0.000000000000e+00       0.000000000000e+00       8.230746377726e-12       0.000000000000e+00       8.051832719512e-15       2.043626662904e-15       2.207592856191e-16 
  928       2.057509004618e-10       4.335808062273e-12       0.000000000000e+00       0.000000000000e+00       8.170418707116e-12       0.000000000000e+00       8.018723881942e-15       2.021532408300e-15       2.224113699213e-16 
  929       2.041855228243e-10       4.376921136723e-12       0.000000000000e+00       0.000000000000e+00       8.105952139777e-12       0.000000000000e+00       7.985779284792e-15       1.999507562552e-15       2.240424330196e-16 
  930       2.026306563638e-10       4.417729702591e-12       0.000000000000e+00       0.000000000000e+00       8.037368504439e-12       0.000000000000e+00       7.952997523271e-15       1.977551567069e-15       2.256534984096e-16 
  931       2.010868215441e-10       4.458213353096e-12       0.000000000000e+00       0.000000000000e+00       7.964689981515e-12       0.000000000000e+00       7.920377168397e-15       1.955663852587e-15       2.272455994293e-16 
  932       1.995545426444e-10       4.498351522972e-12       0.000000000000e+00       0.000000000000e+00       7.887939104183e-12       0.000000000000e+00       7.887916766916e-15       1.933843839132e-15       2.288197792863e-16 
  933       1.980343477691e-10       4.538123488064e-12       0.000000000000e+00       0.000000000000e+00       7.807138759481e-12       0.000000000000e+00       7.855614841228e-15       1.912090935992e-15       2.303770910856e-16 
  934       1.965267141634e-10       4.577510128246e-12       0.000000000000e+00       0.000000000000e+00       7.722318021013e-12       0.000000000000e+00       7.823470061364e-15       1.890404717161e-15       2.319182906904e-16 
  935       1.950319032069e-10       4.616499247202e-12       0.000000000000e+00       0.000000000000e+00       7.633529744829e-12       0.000000000000e+00       7.791481764058e-15       1.868785450794e-15       2.334429099887e-16 
  936       1.935501228595e-10       4.655080335010e-12       0.000000000000e+00       0.000000000000e+00       7.540833250803e-12       0.000000000000e+00       7.759649441636e-15       1.847233577964e-15       2.349501691922e-16 
  937       1.920815821228e-10       4.693242812181e-12       0.000000000000e+00       0.000000000000e+00       7.444288517837e-12       0.000000000000e+00       7.727972570637e-15       1.825749537912e-15       2.364392826747e-16 
  938       1.906264910423e-10       4.730976029497e-12       0.000000000000e+00       0.000000000000e+00       7.343956185740e-12       0.000000000000e+00       7.696450611761e-15       1.804333768036e-15       2.379094589570e-16 
  939       1.891850607091e-10       4.768269267843e-12       0.000000000000e+00       0.000000000000e+00       7.239897557124e-12       0.000000000000e+00       7.665083009806e-15       1.782986703880e-15       2.393599006925e-16 
  940       1.877575032622e-10       4.805111738041e-12       0.000000000000e+00       0.000000000000e+00       7.132174599286e-12       0.000000000000e+00       7.633869193622e-15       1.761708779121e-15       2.407898046518e-16 
  941       1.863440318905e-10       4.841492580683e-12       0.000000000000e+00       0.000000000000e+00       7.020849946102e-12       0.000000000000e+00       7.602808576050e-15       1.740500425559e-15       2.421983617086e-16 
  942       1.849448608348e-10       4.877400865970e-12       0.000000000000e+00       0.000000000000e+00       6.905986899910e-12       0.000000000000e+00       7.571900553871e-15       1.719362073107e-15       2.435847568245e-16 
  943       1.835602053896e-10       4.912825593539e-12       0.000000000000e+00       0.000000000000e+00       6.787649433402e-12       0.000000000000e+00       7.541144507747e-15       1.698294149779e-15       2.449481690343e-16 
  944       1.821902819055e-10       4.947755692302e-12       0.000000000000e+00       0.000000000000e+00       6.665902191511e-12       0.000000000000e+00       7.510539802170e-15       1.677297081677e-15       2.462877714314e-16 
  945       1.808353077909e-10       4.982180020277e-12       0.000000000000e+00       0.000000000000e+00       6.540810493296e-12       0.000000000000e+00       7.480085785407e-15       1.656371292982e-15       2.476027311524e-16 
  946       1.794955015143e-10       5.016087364423e-12       0.000000000000e+00       0.000000000000e+00       6.412440333838e-12       0.000000000000e+00       7.449781789441e-15       1.635517205941e-15       2.488922093634e-16 
  947       1.781710826061e-10       5.049466440477e-12       0.000000000000e+00       0.000000000000e+00       6.280858386120e-12       0.000000000000e+00       7.419627129922e-15       1.614735240858e-15       2.501553612440e-16 
  948       1.768622716608e-10       5.082305892781e-12       0.000000000000e+00       0.000000000000e+00       6.146132002920e-12       0.000000000000e+00       7.389621106107e-15       1.594025816081e-15       2.513913359734e-16 
  949       1.755692903387e-10       5.114594294122e-12       0.000000000000e+00       0.000000000000e+00       6.008329218697e-12       0.000000000000e+00       7.359763000808e-15       1.573389347991e-15       2.525992767152e-16 
  950       1.742923613686e-10       5.146320145566e-12       0.000000000000e+00       0.000000000000e+00       5.867518751481e-12       0.000000000000e+00       7.330052080336e-15       1.552826250993e-15       2.537783206028e-16 
  951       1.730317085488e-10       5.177471876287e-12       0.000000000000e+00       0.000000000000e+00       5.723770004761e-12       0.000000000000e+00       7.300487594447e-15       1.532336937499e-15       2.549275987245e-16 
  952       1.717875567503e-10       5.208037843404e-12       0.000000000000e+00       0.000000000000e+00       5.577153069371e-12       0.000000000000e+00       7.271068776287e-15       1.511921817925e-15       2.560462361085e-16 
  953       1.705601319178e-10       5.238006331818e-12       0.000000000000e+00       0.000000000000e+00       5.427738725381e-12       0.000000000000e+00       7.241794842337e-15       1.491581300672e-15       2.571333517087e-16 
  954       1.693496610724e-10       5.267365554040e-12       0.000000000000e+00       0.000000000000e+00       5.275598443984e-12       0.000000000000e+00       7.212664992355e-15       1.471315792121e-15       2.581880583894e-16 
  955       1.681563723132e-10       5.296103650030e-12       0.000000000000e+00       0.000000000000e+00       5.120804389383e-12       0.000000000000e+00       7.183678409329e-15       1.451125696616e-15       2.592094629107e-16 
  956       1.669804948197e-10       5.324208687025e-12       0.000000000000e+00       0.000000000000e+00       4.963429420682e-12       0.000000000000e+00       7.154834259413e-15       1.431011416460e-15       2.601966659137e-16 
  957       1.658222588535e-10       5.351668659382e-12       0.000000000000e+00       0.000000000000e+00       4.803547093773e-12       0.000000000000e+00       7.126131691879e-15       1.410973351895e-15       2.611487619057e-16 
  958       1.646818957606e-10       5.378471488404e-12       0.000000000000e+00       0.000000000000e+00       4.641231663221e-12       0.000000000000e+00       7.097569839058e-15       1.391011901099e-15       2.620648392455e-16 
  959       1.635596379730e-10       5.404605022176e-12       0.000000000000e+00       0.000000000000e+00       4.476558084160e-12       0.000000000000e+00       7.069147816288e-15       1.371127460169e-15       2.629439801284e-16 
  960       1.624557190113e-10       5.430057035401e-12       0.000000000000e+00       0.000000000000e+00       4.309602014172e-12       0.000000000000e+00       7.040864721856e-15       1.351320423112e-15       2.637852605716e-16 
  961       1.613703734862e-10       5.454815229232e-12       0.000000000000e+00       0.000000000000e+00       4.140439815182e-12       0.000000000000e+00       7.012719636946e-15       1.331591181835e-15       2.645877503994e-16 
  962       1.603038371009e-10       5.478867231108e-12       0.000000000000e+00       0.000000000000e+00       3.969148555343e-12       0.000000000000e+00       6.984711625584e-15       1.311940126132e-15       2.653505132283e-16 
  963       1.592563466530e-10       5.502200594586e-12       0.000000000000e+00       0.000000000000e+00       3.795806010926e-12       0.000000000000e+00       6.956839734579e-15       1.292367643673e-15       2.660726064524e-16 
  964       1.582281400364e-10       5.524802799174e-12       0.000000000000e+00       0.000000000000e+00       3.620490668206e-12       0.000000000000e+00       6.929102993476e-15       1.272874119993e-15       2.667530812285e-16 
  965       1.572194562433e-10       5.546661250169e-12       0.000000000000e+00       0.000000000000e+00       3.443281725352e-12       0.000000000000e+00       6.901500414493e-15       1.253459938480e-15       2.673909824611e-16 
  966       1.562305353668e-10       5.567763278486e-12       0.000000000000e+00       0.000000000000e+00       3.264259094316e-12       0.000000000000e+00       6.874030992470e-15       1.234125480368e-15       2.679853487882e-16 
  967       1.552616186019e-10       5.588096140496e-12       0.000000000000e+00       0.000000000000e+00       3.083503402718e-12       0.000000000000e+00       6.846693704815e-15       1.214871124718e-15       2.685352125658e-16 
  968       1.543129482486e-10       5.607647017859e-12       0.000000000000e+00       0.000000000000e+00       2.901095995738e-12       0.000000000000e+00       6.819487511448e-15       1.195697248414e-15       2.690395998535e-16 
  969       1.533847677130e-10       5.626403017356e-12       0.000000000000e+00       0.000000000000e+00       2.717118938002e-12       0.000000000000e+00       6.792411354743e-15       1.176604226149e-15       2.694975304000e-16 
  970       1.524773215101e-10       5.644351170725e-12       0.000000000000e+00       0.000000000000e+00       2.531655015469e-12       0.000000000000e+00       6.765464159480e-15       1.157592430412e-15       2.699080176276e-16 
  971       1.515908552653e-10       5.661478434495e-12       0.000000000000e+00       0.000000000000e+00       2.344787737324e-12       0.000000000000e+00       6.738644832785e-15       1.138662231479e-15       2.702700686179e-16 
  972       1.507256157165e-10       5.677771689818e-12       0.000000000000e+00       0.000000000000e+00       2.156601337859e-12       0.000000000000e+00       6.711952264075e-15       1.119813997404e-15       2.705826840971e-16 
  973       1.498817985598e-10       5.693220021419e-12       0.000000000000e+00       0.000000000000e+00       1.967177953987e-12       0.000000000000e+00       6.685385450740e-15       1.101048549097e-15       2.708451674342e-16 
  974       1.490593911238e-10       5.707821592246e-12       0.000000000000e+00       0.000000000000e+00       1.776589107525e-12       0.000000000000e+00       6.658943877352e-15       1.082368533094e-15       2.710580567477e-16 
  975       1.482583273375e-10       5.721576871684e-12       0.000000000000e+00       0.000000000000e+00       1.584904098803e-12       0.000000000000e+00       6.632627142040e-15       1.063777069369e-15       2.712222067613e-16 
  976       1.474785396684e-10       5.734486365912e-12       0.000000000000e+00       0.000000000000e+00       1.392192820981e-12       0.000000000000e+00       6.606434831227e-15       1.045277298164e-15       2.713384810827e-16 
  977       1.467199591180e-10       5.746550618031e-12       0.000000000000e+00       0.000000000000e+00       1.198525761581e-12       0.000000000000e+00       6.580366519599e-15       1.026872380025e-15       2.714077522284e-16 
  978       1.459825152170e-10       5.757770208182e-12       0.000000000000e+00       0.000000000000e+00       1.003974004017e-12       0.000000000000e+00       6.554421770059e-15       1.008565495854e-15       2.714309016478e-16 
  979       1.452661360208e-10       5.768145753674e-12       0.000000000000e+00       0.000000000000e+00       8.086092291244e-13       0.000000000000e+00       6.528600133692e-15       9.903598469549e-16       2.714088197475e-16 
  980       1.445707481050e-10       5.777677909102e-12       0.000000000000e+00       0.000000000000e+00       6.125037166943e-13       0.000000000000e+00       6.502901149727e-15       9.722586550783e-16       2.713424059160e-16 
  981       1.438962765607e-10       5.786367366470e-12       0.000000000000e+00       0.000000000000e+00       4.157303470004e-13       0.000000000000e+00       6.477324345495e-15       9.542651624692e-16       2.712325685475e-16 
  982       1.432426449899e-10       5.794214855318e-12       0.000000000000e+00       0.000000000000e+00       2.183626023310e-13       0.000000000000e+00       6.451869236389e-15       9.363826319128e-16       2.710802250667e-16 
  983       1.426097755013e-10       5.801221142837e-12       0.000000000000e+00       0.000000000000e+00       2.047456851973e-14       0.000000000000e+00       6.426535325831e-15       9.186143467811e-16       2.708863019530e-16 
  984       1.419975887051e-10       5.807387033999e-12       0.000000000000e+00       0.000000000000e+00      -1.778590635240e-13       0.000000000000e+00       6.401322105228e-15       9.009636110793e-16       2.706517347647e-16 
  985       1.414060037089e-10       5.812713371676e-12       0.000000000000e+00       0.000000000000e+00      -3.765629962845e-13       0.000000000000e+00       6.376229053933e-15       8.834337494923e-16       2.703774681634e-16 
  986       1.408349381128e-10       5.817201036760e-12       0.000000000000e+00       0.000000000000e+00      -5.755613241091e-13       0.000000000000e+00       6.351255639211e-15       8.660281074309e-16       2.700644559386e-16 
  987       1.402843080053e-10       5.820850948293e-12       0.000000000000e+00       0.000000000000e+00      -7.747775316778e-13       0.000000000000e+00       6.326401316193e-15       8.487500510784e-16       2.697136610317e-16 
  988       1.397540279580e-10       5.823664063580e-12       0.000000000000e+00       0.000000000000e+00      -9.741344924722e-13       0.000000000000e+00       6.301665527842e-15       8.316029674369e-16       2.693260555605e-16 
  989       1.392440110218e-10       5.825641378321e-12       0.000000000000e+00       0.000000000000e+00      -1.173554467245e-12       0.000000000000e+00       6.277047704914e-15       8.145902643736e-16       2.689026208435e-16 
  990       1.387541687216e-10       5.826783926727e-12       0.000000000000e+00       0.000000000000e+00      -1.372959102491e-12       0.000000000000e+00       6.252547265916e-15       7.977153706676e-16       2.684443474242e-16 
  991       1.382844110523e-10       5.827092781643e-12       0.000000000000e+00       0.000000000000e+00      -1.572269428912e-12       0.000000000000e+00       6.228163617069e-15       7.809817360558e-16       2.679522350958e-16 
  992       1.378346464739e-10       5.826569054676e-12       0.000000000000e+00       0.000000000000e+00      -1.771405859893e-12       0.000000000000e+00       6.203896152270e-15       7.643928312799e-16       2.674272929248e-16 
  993       1.374047819069e-10       5.825213896311e-12       0.000000000000e+00       0.000000000000e+00      -1.970288189965e-12       0.000000000000e+00       6.179744253052e-15       7.479521481321e-16       2.668705392761e-16 
  994       1.369947227280e-10       5.823028496036e-12       0.000000000000e+00       0.000000000000e+00      -2.168835593279e-12       0.000000000000e+00       6.155707288543e-15       7.316631995020e-16       2.662830018369e-16 
  995       1.366043727652e-10       5.820014082467e-12       0.000000000000e+00       0.000000000000e+00      -2.366966622072e-12       0.000000000000e+00       6.131784615431e-15       7.155295194231e-16       2.656657176413e-16 
  996       1.362336342934e-10       5.816171923467e-12       0.000000000000e+00       0.000000000000e+00      -2.564599205141e-12       0.000000000000e+00       6.107975577922e-15       6.995546631187e-16       2.650197330943e-16 
  997       1.358824080299e-10       5.811503326271e-12       0.000000000000e+00       0.000000000000e+00      -2.761650646306e-12       0.000000000000e+00       6.084279507704e-15       6.837422070487e-16       2.643461039965e-16 
  998       1.355505931294e-10       5.806009637605e-12       0.000000000000e+00       0.000000000000e+00      -2.958037622886e-12       0.000000000000e+00       6.060695723904e-15       6.680957489561e-16       2.636458955682e-16 
  999       1.352380871801e-10       5.799692243814e-12       0.000000000000e+00       0.000000000000e+00      -3.153676184162e-12       0.000000000000e+00       6.037223533052e-15       6.526189079128e-16       2.629201824740e-16 
 1000       1.349447861985e-10       5.792552570979e-12       0.000000000000e+00       0.000000000000e+00      -3.348481749854e-12       0.000000000000e+00       6.013862229043e-15       6.373153243669e-16       2.621700488467e-16 
 1001       1.346705846251e-10       5.784592085046e-12       0.000000000000e+00       0.000000000000e+00      -3.542369108581e-12       0.000000000000e+00       5.990611093093e-15       6.221886601884e-16       2.613965883122e-16 
 1002       1.344153753198e-10       5.775812291940e-12       0.000000000000e+00       0.000000000000e+00      -3.735252416340e-12       0.000000000000e+00       5.967469393707e-15       6.072425987158e-16       2.606009040134e-16 
 1003       1.341790495572e-10       5.766214737695e-12       0.000000000000e+00       0.000000000000e+00      -3.927045194969e-12       0.000000000000e+00       5.944436386635e-15       5.924808448026e-16       2.597841086347e-16 
 1004       1.339614970223e-10       5.755801008574e-12       0.000000000000e+00       0.000000000000e+00      -4.117660330618e-12       0.000000000000e+00       5.921511314834e-15       5.779071248637e-16       2.589473244264e-16 
 1005       1.337626058056e-10       5.744572731190e-12       0.000000000000e+00       0.000000000000e+00      -4.307010072219e-12       0.000000000000e+00       5.898693408431e-15       5.635251869218e-16       2.580916832290e-16 
 1006       1.335822623989e-10       5.732531572632e-12       0.000000000000e+00       0.000000000000e+00      -4.495006029955e-12       0.000000000000e+00       5.875981884681e-15       5.493388006537e-16       2.572183264973e-16 
 1007       1.334203516900e-10       5.719679240583e-12       0.000000000000e+00       0.000000000000e+00      -4.681559173730e-12       0.000000000000e+00       5.853375947931e-15       5.353517574369e-16       2.563284053253e-16 
 1008       1.332767569591e-10       5.706017483446e-12       0.000000000000e+00       0.000000000000e+00      -4.866579831639e-12       0.000000000000e+00       5.830874789580e-15       5.215678703957e-16       2.554230804700e-16 
 1009       1.331513598735e-10       5.691548090466e-12       0.000000000000e+00       0.000000000000e+00      -5.049977688433e-12       0.000000000000e+00       5.808477588040e-15       5.079909744479e-16       2.545035223760e-16 
 1010       1.330440404831e-10       5.676272891852e-12       0.000000000000e+00       0.000000000000e+00      -5.231661783995e-12       0.000000000000e+00       5.786183508695e-15       4.946249263513e-16       2.535709111997e-16 
 1011       1.329546772163e-10       5.660193758899e-12       0.000000000000e+00       0.000000000000e+00      -5.411540511805e-12       0.000000000000e+00       5.763991703866e-15       4.814736047495e-16       2.526264368340e-16 
 1012       1.328831248620e-10       5.643314049322e-12       0.000000000000e+00       0.000000000000e+00      -5.589530685496e-12       0.000000000000e+00       5.741901406000e-15       4.685399400060e-16       2.516710898046e-16 
 1013       1.328291481786e-10       5.625642965850e-12       0.000000000000e+00       0.000000000000e+00      -5.765584884953e-12       0.000000000000e+00       5.719912208789e-15       4.558229882711e-16       2.507050306060e-16 
 1014       1.327924873177e-10       5.607191260787e-12       0.000000000000e+00       0.000000000000e+00      -5.939664501895e-12       0.000000000000e+00       5.698023790033e-15       4.433208152730e-16       2.497282113112e-16 
 1015       1.327728797433e-10       5.587969796799e-12       0.000000000000e+00       0.000000000000e+00      -6.111730707109e-12       0.000000000000e+00       5.676235818748e-15       4.310314626349e-16       2.487405838733e-16 
 1016       1.327700602242e-10       5.567989547203e-12       0.000000000000e+00       0.000000000000e+00      -6.281744449983e-12       0.000000000000e+00       5.654547955139e-15       4.189529478076e-16       2.477421001253e-16 
 1017       1.327837608272e-10       5.547261596264e-12       0.000000000000e+00       0.000000000000e+00      -6.449666458035e-12       0.000000000000e+00       5.632959850569e-15       4.070832640025e-16       2.467327117806e-16 
 1018       1.328137109095e-10       5.525797139479e-12       0.000000000000e+00       0.000000000000e+00      -6.615457236443e-12       0.000000000000e+00       5.611471147537e-15       3.954203801242e-16       2.457123704320e-16 
 1019       1.328596371120e-10       5.503607483878e-12       0.000000000000e+00       0.000000000000e+00      -6.779077067580e-12       0.000000000000e+00       5.590081479644e-15       3.839622407037e-16       2.446810275522e-16 
 1020       1.329212633521e-10       5.480704048306e-12       0.000000000000e+00       0.000000000000e+00      -6.940486010538e-12       0.000000000000e+00       5.568790471567e-15       3.727067658309e-16       2.436386344934e-16 
 1021       1.329983108161e-10       5.457098363722e-12       0.000000000000e+00       0.000000000000e+00      -7.099643900667e-12       0.000000000000e+00       5.547597739032e-15       3.616518510877e-16       2.425851424872e-16 
 1022       1.330904979525e-10       5.432802073490e-12       0.000000000000e+00       0.000000000000e+00      -7.256510349098e-12       0.000000000000e+00       5.526502888786e-15       3.507953674805e-16       2.415205026446e-16 
 1023       1.331975404648e-10       5.407826933664e-12       0.000000000000e+00       0.000000000000e+00      -7.411044742281e-12       0.000000000000e+00       5.505505518568e-15       3.401351613734e-16       2.404446659554e-16 
 1024       1.333191513040e-10       5.382184813290e-12       0.000000000000e+00       0.000000000000e+00      -7.563206241510e-12       0.000000000000e+00       5.484605217079e-15       3.296690544210e-16       2.393575832888e-16 
