# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:TB                    10:EB                 
 1284       9.426237589682e-11       4.197577582439e-12       0.000000000000e+00       0.000000000000e+00      -2.633698876244e-12       0.000000000000e+00       2.242711979462e-15       4.023013927462e-16      -1.027787563122e-16 
 1285       9.402888213931e-11       4.206512369189e-12       0.000000000000e+00       0.000000000000e+00      -2.742916986227e-12       0.000000000000e+00       2.235727694485e-15       4.056437439854e-16      -1.028554811557e-16 
 1286       9.380528382956e-11       4.214850559188e-12       0.000000000000e+00       0.000000000000e+00      -2.852449402241e-12       0.000000000000e+00       2.228769597284e-15       4.089136246871e-16      -1.029183863496e-16 
 1287       9.359151845159e-11       4.222593388749e-12       0.000000000000e+00       0.000000000000e+00      -2.962254869090e-12       0.000000000000e+00       2.221837607010e-15       4.121125923308e-16      -1.029675891377e-16 
 1288       9.338752287093e-11       4.229742115067e-12       0.000000000000e+00       0.000000000000e+00      -3.072291873114e-12       0.000000000000e+00       2.214931641329e-15       4.152422157869e-16      -1.030032077922e-16 
 1289       9.319323333320e-11       4.236298016266e-12       0.000000000000e+00       0.000000000000e+00      -3.182518641685e-12       0.000000000000e+00       2.208051616416e-15       4.183040753399e-16      -1.030253616157e-16 
 1290       9.300858546282e-11       4.242262391448e-12       0.000000000000e+00       0.000000000000e+00      -3.292893142709e-12       0.000000000000e+00       2.201197446955e-15       4.212997627115e-16      -1.030341709437e-16 
 1291       9.283351426161e-11       4.247636560743e-12       0.000000000000e+00       0.000000000000e+00      -3.403373084123e-12       0.000000000000e+00       2.194369046132e-15       4.242308810839e-16      -1.030297571464e-16 
 1292       9.266795410747e-11       4.252421865359e-12       0.000000000000e+00       0.000000000000e+00      -3.513915913392e-12       0.000000000000e+00       2.187566325630e-15       4.270990451235e-16      -1.030122426311e-16 
 1293       9.251183875297e-11       4.256619667628e-12       0.000000000000e+00       0.000000000000e+00      -3.624478817009e-12       0.000000000000e+00       2.180789195631e-15       4.299058810035e-16      -1.029817508445e-16 
 1294       9.236510132407e-11       4.260231351060e-12       0.000000000000e+00       0.000000000000e+00      -3.735018719994e-12       0.000000000000e+00       2.174037564807e-15       4.326530264274e-16      -1.029384062746e-16 
 1295       9.222767431872e-11       4.263258320387e-12       0.000000000000e+00       0.000000000000e+00      -3.845492285393e-12       0.000000000000e+00       2.167311340319e-15       4.353421306524e-16      -1.028823344532e-16 
 1296       9.209948960548e-11       4.265702001614e-12       0.000000000000e+00       0.000000000000e+00      -3.955855913773e-12       0.000000000000e+00       2.160610427813e-15       4.379748545127e-16      -1.028136619578e-16 
 1297       9.198047842224e-11       4.267563842069e-12       0.000000000000e+00       0.000000000000e+00      -4.066065742724e-12       0.000000000000e+00       2.153934731416e-15       4.405528704424e-16      -1.027325164140e-16 
 1298       9.187057137480e-11       4.268845310452e-12       0.000000000000e+00       0.000000000000e+00      -4.176077646359e-12       0.000000000000e+00       2.147284153729e-15       4.430778624990e-16      -1.026390264976e-16 
 1299       9.176969843553e-11       4.269547896884e-12       0.000000000000e+00       0.000000000000e+00      -4.285847234807e-12       0.000000000000e+00       2.140658595832e-15       4.455515263867e-16      -1.025333219369e-16 
 1300       9.167778894205e-11       4.269673112953e-12       0.000000000000e+00       0.000000000000e+00      -4.395329853716e-12       0.000000000000e+00       2.134057957272e-15       4.479755694796e-16      -1.024155335146e-16 
 1301       9.159477159582e-11       4.269222491770e-12       0.000000000000e+00       0.000000000000e+00      -4.504480583751e-12       0.000000000000e+00       2.127482136062e-15       4.503517108447e-16      -1.022857930704e-16 
 1302       9.152057446083e-11       4.268197588009e-12       0.000000000000e+00       0.000000000000e+00      -4.613254240089e-12       0.000000000000e+00       2.120931028677e-15       4.526816812657e-16      -1.021442335027e-16 
 1303       9.145512496222e-11       4.266599977966e-12       0.000000000000e+00       0.000000000000e+00      -4.721605371925e-12       0.000000000000e+00       2.114404530054e-15       4.549672232657e-16      -1.019909887713e-16 
 1304       9.139834988493e-11       4.264431259599e-12       0.000000000000e+00       0.000000000000e+00      -4.829488261961e-12       0.000000000000e+00       2.107902533583e-15       4.572100911308e-16      -1.018261938992e-16 
 1305       9.135017537235e-11       4.261693052583e-12       0.000000000000e+00       0.000000000000e+00      -4.936856925914e-12       0.000000000000e+00       2.101424931105e-15       4.594120509333e-16      -1.016499849750e-16 
 1306       9.131052692498e-11       4.258386998358e-12       0.000000000000e+00       0.000000000000e+00      -5.043665112006e-12       0.000000000000e+00       2.094971612910e-15       4.615748805549e-16      -1.014624991551e-16 
 1307       9.127932939904e-11       4.254514760176e-12       0.000000000000e+00       0.000000000000e+00      -5.149866300468e-12       0.000000000000e+00       2.088542467731e-15       4.637003697097e-16      -1.012638746656e-16 
 1308       9.125650700513e-11       4.250078023152e-12       0.000000000000e+00       0.000000000000e+00      -5.255413703039e-12       0.000000000000e+00       2.082137382745e-15       4.657903199681e-16      -1.010542508049e-16 
 1309       9.124198330691e-11       4.245078494312e-12       0.000000000000e+00       0.000000000000e+00      -5.360260262461e-12       0.000000000000e+00       2.075756243562e-15       4.678465447795e-16      -1.008337679456e-16 
 1310       9.123568121967e-11       4.239517902644e-12       0.000000000000e+00       0.000000000000e+00      -5.464358651977e-12       0.000000000000e+00       2.069398934226e-15       4.698708694956e-16      -1.006025675368e-16 
 1311       9.123752300904e-11       4.233397999145e-12       0.000000000000e+00       0.000000000000e+00      -5.567661274837e-12       0.000000000000e+00       2.063065337211e-15       4.718651313941e-16      -1.003607921062e-16 
 1312       9.124743028964e-11       4.226720556872e-12       0.000000000000e+00       0.000000000000e+00      -5.670120263786e-12       0.000000000000e+00       2.056755333419e-15       4.738311797013e-16      -1.001085852624e-16 
 1313       9.126532402365e-11       4.219487370987e-12       0.000000000000e+00       0.000000000000e+00      -5.771687480571e-12       0.000000000000e+00       2.050468802170e-15       4.757708756159e-16      -9.984609169716e-17 
 1314       9.129112451954e-11       4.211700258813e-12       0.000000000000e+00       0.000000000000e+00      -5.872314515435e-12       0.000000000000e+00       2.044205621206e-15       4.776860923320e-16      -9.957345718727e-17 
 1315       9.132475143067e-11       4.203361059876e-12       0.000000000000e+00       0.000000000000e+00      -5.971952686618e-12       0.000000000000e+00       2.037965666681e-15       4.795787150624e-16      -9.929082859706e-17 
 1316       9.136612375395e-11       4.194471635960e-12       0.000000000000e+00       0.000000000000e+00      -6.070553039854e-12       0.000000000000e+00       2.031748813163e-15       4.814506410619e-16      -9.899835388044e-17 
 1317       9.141515982846e-11       4.185033871151e-12       0.000000000000e+00       0.000000000000e+00      -6.168066347869e-12       0.000000000000e+00       2.025554933626e-15       4.833037796504e-16      -9.869618208313e-17 
 1318       9.147177733413e-11       4.175049671889e-12       0.000000000000e+00       0.000000000000e+00      -6.264443109883e-12       0.000000000000e+00       2.019383899447e-15       4.851400522363e-16      -9.838446334482e-17 
 1319       9.153589329039e-11       4.164520967019e-12       0.000000000000e+00       0.000000000000e+00      -6.359633551104e-12       0.000000000000e+00       2.013235580404e-15       4.869613923399e-16      -9.806334890137e-17 
 1320       9.160742405475e-11       4.153449707835e-12       0.000000000000e+00       0.000000000000e+00      -6.453587622228e-12       0.000000000000e+00       2.007109844673e-15       4.887697456163e-16      -9.773299108704e-17 
 1321       9.168628532154e-11       4.141837868132e-12       0.000000000000e+00       0.000000000000e+00      -6.546254998942e-12       0.000000000000e+00       2.001006558821e-15       4.905670698788e-16      -9.739354333659e-17 
 1322       9.177239212047e-11       4.129687444257e-12       0.000000000000e+00       0.000000000000e+00      -6.637585081414e-12       0.000000000000e+00       1.994925587803e-15       4.923553351224e-16      -9.704516018755e-17 
 1323       9.186565881531e-11       4.117000455153e-12       0.000000000000e+00       0.000000000000e+00      -6.727526993800e-12       0.000000000000e+00       1.988866794962e-15       4.941365235466e-16      -9.668799728239e-17 
 1324       9.196598903037e-11       4.103779942514e-12       0.000000000000e+00       0.000000000000e+00      -6.816034995509e-12       0.000000000000e+00       1.982830054408e-15       4.959121636723e-16      -9.632219992212e-17 
 1325       9.207324531068e-11       4.090032983213e-12       0.000000000000e+00       0.000000000000e+00      -6.903084781416e-12       0.000000000000e+00       1.976815288323e-15       4.976819270142e-16      -9.594786858458e-17 
 1326       9.218727912408e-11       4.075767710237e-12       0.000000000000e+00       0.000000000000e+00      -6.988657360663e-12       0.000000000000e+00       1.970822430062e-15       4.994450159569e-16      -9.556509302975e-17 
 1327       9.230794090089e-11       4.060992315720e-12       0.000000000000e+00       0.000000000000e+00      -7.072733661085e-12       0.000000000000e+00       1.964851411802e-15       5.012006282475e-16      -9.517396371511e-17 
 1328       9.243508003194e-11       4.045715051065e-12       0.000000000000e+00       0.000000000000e+00      -7.155294529080e-12       0.000000000000e+00       1.958902164536e-15       5.029479569865e-16      -9.477457179713e-17 
 1329       9.256854486646e-11       4.029944227054e-12       0.000000000000e+00       0.000000000000e+00      -7.236320729476e-12       0.000000000000e+00       1.952974618075e-15       5.046861906198e-16      -9.436700913257e-17 
 1330       9.270818271010e-11       4.013688213976e-12       0.000000000000e+00       0.000000000000e+00      -7.315792945405e-12       0.000000000000e+00       1.947068701040e-15       5.064145129293e-16      -9.395136827998e-17 
 1331       9.285383982283e-11       3.996955441733e-12       0.000000000000e+00       0.000000000000e+00      -7.393691778162e-12       0.000000000000e+00       1.941184340864e-15       5.081321030250e-16      -9.352774250106e-17 
 1332       9.300536141694e-11       3.979754399967e-12       0.000000000000e+00       0.000000000000e+00      -7.469997747085e-12       0.000000000000e+00       1.935321463784e-15       5.098381353361e-16      -9.309622576205e-17 
 1333       9.316259165498e-11       3.962093638172e-12       0.000000000000e+00       0.000000000000e+00      -7.544691289416e-12       0.000000000000e+00       1.929479994845e-15       5.115317796021e-16      -9.265691273517e-17 
 1334       9.332537364770e-11       3.943981765813e-12       0.000000000000e+00       0.000000000000e+00      -7.617752760171e-12       0.000000000000e+00       1.923659857888e-15       5.132122008649e-16      -9.220989880002e-17 
 1335       9.349354945204e-11       3.925427452446e-12       0.000000000000e+00       0.000000000000e+00      -7.689162432011e-12       0.000000000000e+00       1.917860975558e-15       5.148785594593e-16      -9.175528004497e-17 
 1336       9.366696006903e-11       3.906439427829e-12       0.000000000000e+00       0.000000000000e+00      -7.758900495110e-12       0.000000000000e+00       1.912083269291e-15       5.165300110052e-16      -9.129315326857e-17 
 1337       9.384544544184e-11       3.887026482047e-12       0.000000000000e+00       0.000000000000e+00      -7.826947057023e-12       0.000000000000e+00       1.906326659318e-15       5.181657063985e-16      -9.082361598096e-17 
 1338       9.402884445362e-11       3.867197465625e-12       0.000000000000e+00       0.000000000000e+00      -7.893282142554e-12       0.000000000000e+00       1.900591064659e-15       5.197847918026e-16      -9.034676640527e-17 
 1339       9.421699492556e-11       3.846961289648e-12       0.000000000000e+00       0.000000000000e+00      -7.957885693626e-12       0.000000000000e+00       1.894876403123e-15       5.213864086396e-16      -8.986270347903e-17 
 1340       9.440973361477e-11       3.826326925875e-12       0.000000000000e+00       0.000000000000e+00      -8.020737569150e-12       0.000000000000e+00       1.889182591300e-15       5.229696935823e-16      -8.937152685559e-17 
 1341       9.460689621230e-11       3.805303406860e-12       0.000000000000e+00       0.000000000000e+00      -8.081817544893e-12       0.000000000000e+00       1.883509544564e-15       5.245337785448e-16      -8.887333690550e-17 
 1342       9.480831734103e-11       3.783899826069e-12       0.000000000000e+00       0.000000000000e+00      -8.141105313346e-12       0.000000000000e+00       1.877857177067e-15       5.260777906745e-16      -8.836823471791e-17 
 1343       9.501383055369e-11       3.762125337996e-12       0.000000000000e+00       0.000000000000e+00      -8.198580483596e-12       0.000000000000e+00       1.872225401735e-15       5.276008523431e-16      -8.785632210201e-17 
 1344       9.522326833076e-11       3.739989158281e-12       0.000000000000e+00       0.000000000000e+00      -8.254222581189e-12       0.000000000000e+00       1.866614130270e-15       5.291020811381e-16      -8.733770158841e-17 
 1345       9.543646207847e-11       3.717500563827e-12       0.000000000000e+00       0.000000000000e+00      -8.308011048005e-12       0.000000000000e+00       1.861023273141e-15       5.305805898543e-16      -8.681247643056e-17 
 1346       9.565324212673e-11       3.694668892921e-12       0.000000000000e+00       0.000000000000e+00      -8.359925242122e-12       0.000000000000e+00       1.855452739588e-15       5.320354864850e-16      -8.628075060613e-17 
 1347       9.587343772710e-11       3.671503545347e-12       0.000000000000e+00       0.000000000000e+00      -8.409944437688e-12       0.000000000000e+00       1.849902437611e-15       5.334658742137e-16      -8.574262881844e-17 
 1348       9.609687705075e-11       3.648013982504e-12       0.000000000000e+00       0.000000000000e+00      -8.458047824785e-12       0.000000000000e+00       1.844372273975e-15       5.348708514050e-16      -8.519821649787e-17 
 1349       9.632338718638e-11       3.624209727528e-12       0.000000000000e+00       0.000000000000e+00      -8.504214509307e-12       0.000000000000e+00       1.838862154202e-15       5.362495115963e-16      -8.464761980324e-17 
 1350       9.655279413822e-11       3.600100365404e-12       0.000000000000e+00       0.000000000000e+00      -8.548423512816e-12       0.000000000000e+00       1.833371982572e-15       5.376009434893e-16      -8.409094562324e-17 
 1351       9.678492282398e-11       3.575695543087e-12       0.000000000000e+00       0.000000000000e+00      -8.590653772423e-12       0.000000000000e+00       1.827901662116e-15       5.389242309411e-16      -8.352830157781e-17 
 1352       9.701959707277e-11       3.551004969618e-12       0.000000000000e+00       0.000000000000e+00      -8.630884140647e-12       0.000000000000e+00       1.822451094615e-15       5.402184529558e-16      -8.295979601957e-17 
 1353       9.725663962311e-11       3.526038416240e-12       0.000000000000e+00       0.000000000000e+00      -8.669093385291e-12       0.000000000000e+00       1.817020180601e-15       5.414826836756e-16      -8.238553803522e-17 
 1354       9.749587212084e-11       3.500805716522e-12       0.000000000000e+00       0.000000000000e+00      -8.705260189305e-12       0.000000000000e+00       1.811608819346e-15       5.427159923725e-16      -8.180563744692e-17 
 1355       9.773711511710e-11       3.475316766467e-12       0.000000000000e+00       0.000000000000e+00      -8.739363150661e-12       0.000000000000e+00       1.806216908868e-15       5.439174434397e-16      -8.122020481374e-17 
 1356       9.798018806627e-11       3.449581524637e-12       0.000000000000e+00       0.000000000000e+00      -8.771380782215e-12       0.000000000000e+00       1.800844345921e-15       5.450860963826e-16      -8.062935143303e-17 
 1357       9.822490932396e-11       3.423610012268e-12       0.000000000000e+00       0.000000000000e+00      -8.801291511579e-12       0.000000000000e+00       1.795491025997e-15       5.462210058107e-16      -8.003318934184e-17 
 1358       9.847109614491e-11       3.397412313387e-12       0.000000000000e+00       0.000000000000e+00      -8.829073680990e-12       0.000000000000e+00       1.790156843320e-15       5.473212214284e-16      -7.943183131833e-17 
 1359       9.871856468101e-11       3.370998574930e-12       0.000000000000e+00       0.000000000000e+00      -8.854705547181e-12       0.000000000000e+00       1.784841690846e-15       5.483857880271e-16      -7.882539088314e-17 
 1360       9.896712997920e-11       3.344379006858e-12       0.000000000000e+00       0.000000000000e+00      -8.878165281243e-12       0.000000000000e+00       1.779545460257e-15       5.494137454758e-16      -7.821398230086e-17 
 1361       9.921660597948e-11       3.317563882279e-12       0.000000000000e+00       0.000000000000e+00      -8.899430968500e-12       0.000000000000e+00       1.774268041963e-15       5.504041287132e-16      -7.759772058138e-17 
 1362       9.946680551280e-11       3.290563537559e-12       0.000000000000e+00       0.000000000000e+00      -8.918480608375e-12       0.000000000000e+00       1.769009325091e-15       5.513559677385e-16      -7.697672148132e-17 
 1363       9.971754879052e-11       3.263388234252e-12       0.000000000000e+00       0.000000000000e+00      -8.935297710046e-12       0.000000000000e+00       1.763769207368e-15       5.522683473986e-16      -7.635109785583e-17 
 1364       9.996868897626e-11       3.236047743010e-12       0.000000000000e+00       0.000000000000e+00      -8.949888145362e-12       0.000000000000e+00       1.758547624853e-15       5.531405874669e-16      -7.572094866846e-17 
 1365       1.002200868843e-10       3.208551755439e-12       0.000000000000e+00       0.000000000000e+00      -8.962263476468e-12       0.000000000000e+00       1.753344522513e-15       5.539720644791e-16      -7.508636986617e-17 
 1366       1.004716025116e-10       3.180910021997e-12       0.000000000000e+00       0.000000000000e+00      -8.972435376654e-12       0.000000000000e+00       1.748159844377e-15       5.547621521084e-16      -7.444745801943e-17 
 1367       1.007230950360e-10       3.153132352105e-12       0.000000000000e+00       0.000000000000e+00      -8.980415630582e-12       0.000000000000e+00       1.742993533528e-15       5.555102211606e-16      -7.380431032336e-17 
 1368       1.009744228153e-10       3.125228614252e-12       0.000000000000e+00       0.000000000000e+00      -8.986216134520e-12       0.000000000000e+00       1.737845532106e-15       5.562156395697e-16      -7.315702459891e-17 
 1369       1.012254433853e-10       3.097208736105e-12       0.000000000000e+00       0.000000000000e+00      -8.989848896566e-12       0.000000000000e+00       1.732715781304e-15       5.568777723928e-16      -7.250569929403e-17 
 1370       1.014760134583e-10       3.069082704618e-12       0.000000000000e+00       0.000000000000e+00      -8.991326036885e-12       0.000000000000e+00       1.727604221365e-15       5.574959818054e-16      -7.185043348486e-17 
 1371       1.017259889219e-10       3.040860566142e-12       0.000000000000e+00       0.000000000000e+00      -8.990659787933e-12       0.000000000000e+00       1.722510791580e-15       5.580696270969e-16      -7.119132687686e-17 
 1372       1.019752248373e-10       3.012552426528e-12       0.000000000000e+00       0.000000000000e+00      -8.987862494690e-12       0.000000000000e+00       1.717435430287e-15       5.585980646655e-16      -7.052847980601e-17 
 1373       1.022235754378e-10       2.984168451244e-12       0.000000000000e+00       0.000000000000e+00      -8.982946614890e-12       0.000000000000e+00       1.712378074869e-15       5.590806480138e-16      -6.986199323996e-17 
 1374       1.024708941274e-10       2.955718865475e-12       0.000000000000e+00       0.000000000000e+00      -8.975924719249e-12       0.000000000000e+00       1.707338661749e-15       5.595167277435e-16      -6.919196877922e-17 
 1375       1.027170334792e-10       2.927213954239e-12       0.000000000000e+00       0.000000000000e+00      -8.966809491695e-12       0.000000000000e+00       1.702317126392e-15       5.599056515513e-16      -6.851850865831e-17 
 1376       1.029618452341e-10       2.898664062491e-12       0.000000000000e+00       0.000000000000e+00      -8.955613729602e-12       0.000000000000e+00       1.697313403297e-15       5.602467642237e-16      -6.784171574696e-17 
 1377       1.032051802991e-10       2.870079595231e-12       0.000000000000e+00       0.000000000000e+00      -8.942350344014e-12       0.000000000000e+00       1.692327426003e-15       5.605394076326e-16      -6.716169355124e-17 
 1378       1.034468887457e-10       2.841471017618e-12       0.000000000000e+00       0.000000000000e+00      -8.927032359879e-12       0.000000000000e+00       1.687359127078e-15       5.607829207300e-16      -6.647854621476e-17 
 1379       1.036868198087e-10       2.812848855073e-12       0.000000000000e+00       0.000000000000e+00      -8.909672916278e-12       0.000000000000e+00       1.682408438124e-15       5.609766395437e-16      -6.579237851982e-17 
 1380       1.039248218847e-10       2.784223693389e-12       0.000000000000e+00       0.000000000000e+00      -8.890285266654e-12       0.000000000000e+00       1.677475289769e-15       5.611198971726e-16      -6.510329588860e-17 
 1381       1.041607425303e-10       2.755606178842e-12       0.000000000000e+00       0.000000000000e+00      -8.868882779042e-12       0.000000000000e+00       1.672559611671e-15       5.612120237816e-16      -6.441140438431e-17 
 1382       1.043944284609e-10       2.727007018296e-12       0.000000000000e+00       0.000000000000e+00      -8.845478936300e-12       0.000000000000e+00       1.667661332509e-15       5.612523465970e-16      -6.371681071239e-17 
 1383       1.046257255490e-10       2.698436979314e-12       0.000000000000e+00       0.000000000000e+00      -8.820087336340e-12       0.000000000000e+00       1.662780379986e-15       5.612401899018e-16      -6.301962222162e-17 
 1384       1.048544788228e-10       2.669906890268e-12       0.000000000000e+00       0.000000000000e+00      -8.792721692353e-12       0.000000000000e+00       1.657916680826e-15       5.611748750308e-16      -6.231994690537e-17 
 1385       1.050805324648e-10       2.641427640442e-12       0.000000000000e+00       0.000000000000e+00      -8.763395833044e-12       0.000000000000e+00       1.653070160768e-15       5.610557203663e-16      -6.161789340270e-17 
 1386       1.053037298101e-10       2.613010180148e-12       0.000000000000e+00       0.000000000000e+00      -8.732123702862e-12       0.000000000000e+00       1.648240744570e-15       5.608820413324e-16      -6.091357099958e-17 
 1387       1.055239133451e-10       2.584665520827e-12       0.000000000000e+00       0.000000000000e+00      -8.698919362224e-12       0.000000000000e+00       1.643428356000e-15       5.606531503915e-16      -6.020708963002e-17 
 1388       1.057409247058e-10       2.556404735164e-12       0.000000000000e+00       0.000000000000e+00      -8.663796987751e-12       0.000000000000e+00       1.638632917840e-15       5.603683570383e-16      -5.949855987728e-17 
 1389       1.059546046765e-10       2.528238957193e-12       0.000000000000e+00       0.000000000000e+00      -8.626770872497e-12       0.000000000000e+00       1.633854351880e-15       5.600269677959e-16      -5.878809297499e-17 
 1390       1.061647931881e-10       2.500179382407e-12       0.000000000000e+00       0.000000000000e+00      -8.587855426176e-12       0.000000000000e+00       1.629092578917e-15       5.596282862110e-16      -5.807580080837e-17 
 1391       1.063713293170e-10       2.472237267866e-12       0.000000000000e+00       0.000000000000e+00      -8.547065175395e-12       0.000000000000e+00       1.624347518753e-15       5.591716128484e-16      -5.736179591537e-17 
 1392       1.065740512829e-10       2.444423932305e-12       0.000000000000e+00       0.000000000000e+00      -8.504414763880e-12       0.000000000000e+00       1.619619090192e-15       5.586562452871e-16      -5.664619148785e-17 
 1393       1.067727964482e-10       2.416750756244e-12       0.000000000000e+00       0.000000000000e+00      -8.459918952713e-12       0.000000000000e+00       1.614907211038e-15       5.580814781152e-16      -5.592910137276e-17 
 1394       1.069674013156e-10       2.389229182096e-12       0.000000000000e+00       0.000000000000e+00      -8.413592620554e-12       0.000000000000e+00       1.610211798095e-15       5.574466029251e-16      -5.521064007327e-17 
 1395       1.071577015274e-10       2.361870714275e-12       0.000000000000e+00       0.000000000000e+00      -8.365450763875e-12       0.000000000000e+00       1.605532767160e-15       5.567509083087e-16      -5.449092274999e-17 
 1396       1.073435318635e-10       2.334686919307e-12       0.000000000000e+00       0.000000000000e+00      -8.315508497189e-12       0.000000000000e+00       1.600870033027e-15       5.559936798530e-16      -5.377006522211e-17 
 1397       1.075247262400e-10       2.307689425933e-12       0.000000000000e+00       0.000000000000e+00      -8.263781053283e-12       0.000000000000e+00       1.596223509480e-15       5.551742001347e-16      -5.304818396858e-17 
 1398       1.077011177077e-10       2.280889925224e-12       0.000000000000e+00       0.000000000000e+00      -8.210283783441e-12       0.000000000000e+00       1.591593109291e-15       5.542917487163e-16      -5.232539612927e-17 
 1399       1.078725384509e-10       2.254300170686e-12       0.000000000000e+00       0.000000000000e+00      -8.155032157680e-12       0.000000000000e+00       1.586978744222e-15       5.533456021405e-16      -5.160181950616e-17 
 1400       1.080388197855e-10       2.227931978371e-12       0.000000000000e+00       0.000000000000e+00      -8.098041764979e-12       0.000000000000e+00       1.582380325018e-15       5.523350339260e-16      -5.087757256449e-17 
 1401       1.081997921576e-10       2.201797226982e-12       0.000000000000e+00       0.000000000000e+00      -8.039328313507e-12       0.000000000000e+00       1.577797761408e-15       5.512593145625e-16      -5.015277443393e-17 
 1402       1.083553047878e-10       2.175906786086e-12       0.000000000000e+00       0.000000000000e+00      -7.978910279445e-12       0.000000000000e+00       1.573230969999e-15       5.501182472746e-16      -4.942753174600e-17 
 1403       1.085052848301e-10       2.150267288292e-12       0.000000000000e+00       0.000000000000e+00      -7.916816883225e-12       0.000000000000e+00       1.568679898064e-15       5.489137814368e-16      -4.870189899370e-17 
 1404       1.086496788270e-10       2.124884323619e-12       0.000000000000e+00       0.000000000000e+00      -7.853080196946e-12       0.000000000000e+00       1.564144499997e-15       5.476484159782e-16      -4.797591776071e-17 
 1405       1.087884331194e-10       2.099763508386e-12       0.000000000000e+00       0.000000000000e+00      -7.787732503723e-12       0.000000000000e+00       1.559624729439e-15       5.463246651686e-16      -4.724962984804e-17 
 1406       1.089214938467e-10       2.074910485250e-12       0.000000000000e+00       0.000000000000e+00      -7.720806298079e-12       0.000000000000e+00       1.555120539273e-15       5.449450586464e-16      -4.652307727435e-17 
 1407       1.090488069462e-10       2.050330923254e-12       0.000000000000e+00       0.000000000000e+00      -7.652334286337e-12       0.000000000000e+00       1.550631881625e-15       5.435121414470e-16      -4.579630227634e-17 
 1408       1.091703181528e-10       2.026030517865e-12       0.000000000000e+00       0.000000000000e+00      -7.582349387009e-12       0.000000000000e+00       1.546158707861e-15       5.420284740302e-16      -4.506934730915e-17 
 1409       1.092859729987e-10       2.002014991024e-12       0.000000000000e+00       0.000000000000e+00      -7.510884731190e-12       0.000000000000e+00       1.541700968584e-15       5.404966323082e-16      -4.434225504665e-17 
 1410       1.093957168134e-10       1.978290091183e-12       0.000000000000e+00       0.000000000000e+00      -7.437973662950e-12       0.000000000000e+00       1.537258613635e-15       5.389192076740e-16      -4.361506838188e-17 
 1411       1.094994947230e-10       1.954861593351e-12       0.000000000000e+00       0.000000000000e+00      -7.363649739721e-12       0.000000000000e+00       1.532831592089e-15       5.372988070287e-16      -4.288783042739e-17 
 1412       1.095972516501e-10       1.931735299139e-12       0.000000000000e+00       0.000000000000e+00      -7.287946732694e-12       0.000000000000e+00       1.528419852255e-15       5.356380528100e-16      -4.216058451557e-17 
 1413       1.096889323135e-10       1.908917036797e-12       0.000000000000e+00       0.000000000000e+00      -7.210898627207e-12       0.000000000000e+00       1.524023341673e-15       5.339395830196e-16      -4.143337419909e-17 
 1414       1.097744812280e-10       1.886412661266e-12       0.000000000000e+00       0.000000000000e+00      -7.132539623139e-12       0.000000000000e+00       1.519642007113e-15       5.322060512515e-16      -4.070624325121e-17 
 1415       1.098538427039e-10       1.864228054212e-12       0.000000000000e+00       0.000000000000e+00      -7.052904135298e-12       0.000000000000e+00       1.515275794573e-15       5.304401267198e-16      -3.997923566617e-17 
 1416       1.099269608467e-10       1.842369124077e-12       0.000000000000e+00       0.000000000000e+00      -6.972026793817e-12       0.000000000000e+00       1.510924649278e-15       5.286444942866e-16      -3.925239565954e-17 
 1417       1.099937795570e-10       1.820841806118e-12       0.000000000000e+00       0.000000000000e+00      -6.889942444541e-12       0.000000000000e+00       1.506588515677e-15       5.268218544902e-16      -3.852576766862e-17 
 1418       1.100542425300e-10       1.799652062450e-12       0.000000000000e+00       0.000000000000e+00      -6.806686149421e-12       0.000000000000e+00       1.502267337442e-15       5.249749235725e-16      -3.779939635278e-17 
 1419       1.101082932556e-10       1.778805882091e-12       0.000000000000e+00       0.000000000000e+00      -6.722293186907e-12       0.000000000000e+00       1.497961057466e-15       5.231064335074e-16      -3.707332659381e-17 
 1420       1.101558750174e-10       1.758309281005e-12       0.000000000000e+00       0.000000000000e+00      -6.636799052336e-12       0.000000000000e+00       1.493669617863e-15       5.212191320285e-16      -3.634760349632e-17 
 1421       1.101969308930e-10       1.738168302144e-12       0.000000000000e+00       0.000000000000e+00      -6.550239458324e-12       0.000000000000e+00       1.489392959963e-15       5.193157826573e-16      -3.562227238812e-17 
 1422       1.102314037535e-10       1.718389015492e-12       0.000000000000e+00       0.000000000000e+00      -6.462650335162e-12       0.000000000000e+00       1.485131024313e-15       5.173991647307e-16      -3.489737882053e-17 
 1423       1.102592362633e-10       1.698977518107e-12       0.000000000000e+00       0.000000000000e+00      -6.374067831200e-12       0.000000000000e+00       1.480883750675e-15       5.154720734292e-16      -3.417296856880e-17 
 1424       1.102803708796e-10       1.679939934168e-12       0.000000000000e+00       0.000000000000e+00      -6.284528313246e-12       0.000000000000e+00       1.476651078023e-15       5.135373198048e-16      -3.344908763244e-17 
 1425       1.102947498521e-10       1.661282415014e-12       0.000000000000e+00       0.000000000000e+00      -6.194068366952e-12       0.000000000000e+00       1.472432944542e-15       5.115977308091e-16      -3.272578223562e-17 
