# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:TB                    10:EB                 
  518       3.372973005135e-10       9.287056607697e-13      -2.348017480350e-12      -2.348017480350e-11      -5.164755145333e-12       8.719975303222e-15       6.861320534179e-14       1.304768059933e-15       4.044969670666e-16 
  519       3.378119281580e-10       9.245594134485e-13      -2.362698845499e-12      -2.362698845499e-11      -5.003637776403e-12       8.746130600703e-15       6.814333119624e-14       1.286249704572e-15       3.911808131712e-16 
  520       3.382977939040e-10       9.210202926608e-13      -2.361165899311e-12      -2.361165899311e-11      -4.841295812240e-12       8.772237431511e-15       6.767748325215e-14       1.268899098088e-15       3.779222887670e-16 
  521       3.387548168711e-10       9.180926449661e-13      -2.344267740626e-12      -2.344267740626e-11      -4.677822135840e-12       8.798289649672e-15       6.721563328732e-14       1.252703130863e-15       3.647224553584e-16 
  522       3.391829185542e-10       9.157807986295e-13      -2.312868666994e-12      -2.312868666994e-11      -4.513311100641e-12       8.824281024774e-15       6.675775167731e-14       1.237648322014e-15       3.515823733338e-16 
  523       3.395820228410e-10       9.140890633938e-13      -2.267848250914e-12      -2.267848250914e-11      -4.347858537530e-12       8.850205241570e-15       6.630380738684e-14       1.223720817331e-15       3.385031019236e-16 
  524       3.399520560278e-10       9.130217302526e-13      -2.210101416080e-12      -2.210101416080e-11      -4.181561761866e-12       8.876055899585e-15       6.585376796107e-14       1.210906387219e-15       3.254856991595e-16 
  525       3.402929468368e-10       9.125830712218e-13      -2.140538513625e-12      -2.140538513625e-11      -4.014519580488e-12       8.901826512729e-15       6.540759951698e-14       1.199190424631e-15       3.125312218330e-16 
  526       3.406046264330e-10       9.127773391128e-13      -2.060085398360e-12      -2.060085398360e-11      -3.846832298728e-12       8.927510508898e-15       6.496526673467e-14       1.188557943007e-15       2.996407254539e-16 
  527       3.408870284403e-10       9.136087673044e-13      -1.969683505022e-12      -1.969683505022e-11      -3.678601727432e-12       8.953101229584e-15       6.452673284872e-14       1.178993574213e-15       2.868152642098e-16 
  528       3.411400889585e-10       9.150815695156e-13      -1.870289924517e-12      -1.870289924517e-11      -3.509931189969e-12       8.978591929482e-15       6.409195963954e-14       1.170481566477e-15       2.740558909238e-16 
  529       3.413637465805e-10       9.171999395777e-13      -1.762877480157e-12      -1.762877480157e-11      -3.340925529246e-12       9.003975776101e-15       6.366090742468e-14       1.163005782329e-15       2.613636570141e-16 
  530       3.415579424082e-10       9.199680512069e-13      -1.648434803913e-12      -1.648434803913e-11      -3.171691114723e-12       9.029245849363e-15       6.323353505016e-14       1.156549696535e-15       2.487396124524e-16 
  531       3.417226200697e-10       9.233900577766e-13      -1.527966412649e-12      -1.527966412649e-11      -3.002335849428e-12       9.054395141218e-15       6.280979988185e-14       1.151096394040e-15       2.361848057226e-16 
  532       3.418577257361e-10       9.274700920899e-13      -1.402492784372e-12      -1.402492784372e-11      -2.832969176969e-12       9.079416555249e-15       6.238965779678e-14       1.146628567901e-15       2.237002837796e-16 
  533       3.419632081379e-10       9.322122661521e-13      -1.273050434471e-12      -1.273050434471e-11      -2.663702088551e-12       9.104302906279e-15       6.197306317445e-14       1.143128517227e-15       2.112870920082e-16 
  534       3.420390185820e-10       9.376206709427e-13      -1.140691991961e-12      -1.140691991961e-11      -2.494647129987e-12       9.129046919976e-15       6.155996888824e-14       1.140578145117e-15       1.989462741816e-16 
  535       3.420851109683e-10       9.436993761886e-13      -1.006486275731e-12      -1.006486275731e-11      -2.325918408716e-12       9.153641232466e-15       6.115032629668e-14       1.138958956596e-15       1.866788724202e-16 
  536       3.421014418064e-10       9.504524301355e-13      -8.715183707782e-13      -8.715183707782e-12      -2.157631600813e-12       9.178078389934e-15       6.074408523480e-14       1.138252056554e-15       1.744859271503e-16 
  537       3.420879702323e-10       9.578838593213e-13      -7.368897044593e-13      -7.368897044593e-12      -1.989903958007e-12       9.202350848237e-15       6.034119400551e-14       1.138438147686e-15       1.623684770632e-16 
  538       3.420446580253e-10       9.659976683477e-13      -6.037181227299e-13      -6.037181227299e-12      -1.822854314694e-12       9.226450972507e-15       5.994159937087e-14       1.139497528423e-15       1.503275590734e-16 
  539       3.419714696247e-10       9.747978396534e-13      -4.731379663886e-13      -4.731379663886e-12      -1.656603094951e-12       9.250371036762e-15       5.954524654350e-14       1.141410090877e-15       1.383642082778e-16 
  540       3.418683721461e-10       9.842883332856e-13      -3.463001473201e-13      -3.463001473201e-12      -1.491272319549e-12       9.274103223509e-15       5.915207917786e-14       1.144155318776e-15       1.264794579140e-16 
  541       3.417353353988e-10       9.944730866732e-13      -2.243722247386e-13      -2.243722247386e-12      -1.326985612969e-12       9.297639623356e-15       5.876203936160e-14       1.147712285400e-15       1.146743393196e-16 
  542       3.415723319021e-10       1.005356014399e-12      -1.085384814310e-13      -1.085384814310e-12      -1.163868210416e-12       9.320972234616e-15       5.837506760692e-14       1.152059651522e-15       1.029498818904e-16 
  543       3.413793369018e-10       1.016941007972e-12       0.000000000000e+00       0.000000000000e+00      -1.002046964833e-12       9.344092962915e-15       5.799110284189e-14       1.157175663343e-15       9.130711303939e-17 
  544       3.411563839556e-10       1.029230487128e-12       1.002641065370e-13       1.002641065370e-12      -8.416386077160e-13       9.366994946350e-15       5.761009192183e-14       1.163040760034e-15       7.974691231511e-17 
  545       3.409037332870e-10       1.042221011588e-12       1.922201803095e-13       1.922201803095e-12      -6.827141720542e-13       9.389676570728e-15       5.723201846076e-14       1.169645477237e-15       6.826956954929e-17 
  546       3.406217079692e-10       1.055907551425e-12       2.760757424463e-13       2.760757424463e-12      -5.253336312187e-13       9.412137560995e-15       5.685687475437e-14       1.176982750985e-15       5.687521480412e-17 
  547       3.403106388033e-10       1.070284924100e-12       3.520424192446e-13       3.520424192446e-12      -3.695575612905e-13       9.434377665552e-15       5.648465232498e-14       1.185045326229e-15       4.556396304300e-17 
  548       3.399708643583e-10       1.085347793651e-12       4.203359625993e-13       4.203359625993e-12      -2.154471433197e-13       9.456396656397e-15       5.611534191670e-14       1.193825755833e-15       3.433591403025e-17 
  549       3.396027310096e-10       1.101090669875e-12       4.811762704322e-13       4.811762704322e-12      -6.306416558655e-14       9.478194329270e-15       5.574893349067e-14       1.203316399566e-15       2.319115223087e-17 
  550       3.392065929783e-10       1.117507907518e-12       5.347874071218e-13       5.347874071218e-12       8.752897413966e-14       9.499770503799e-15       5.538541622018e-14       1.213509423097e-15       1.212974671020e-17 
  551       3.387828123710e-10       1.134593705458e-12       5.813976239320e-13       5.813976239320e-12       2.362692663399e-13       9.521125023638e-15       5.502477848593e-14       1.224396796987e-15       1.151751033657e-18 
  552       3.383317592183e-10       1.152342105894e-12       6.212393794417e-13       6.212393794417e-12       3.830930874856e-13       9.542257756617e-15       5.466700787120e-14       1.235970295689e-15      -9.742796833554e-18 
  553       3.378538115144e-10       1.170746993529e-12       6.545493599743e-13       6.545493599743e-12       5.279361977789e-13       9.563168594883e-15       5.431209115700e-14       1.248221496533e-15      -2.055387462672e-17 
  554       3.373493552563e-10       1.189802094760e-12       6.815685000265e-13       6.815685000265e-12       6.707337388923e-13       9.583857455045e-15       5.396001431731e-14       1.261141778728e-15      -3.128147588193e-17 
  555       3.368187844829e-10       1.209500976860e-12       7.025420026983e-13       7.025420026983e-12       8.114202317090e-13       9.604324278316e-15       5.361076251427e-14       1.274722322351e-15      -4.192561003634e-17 
  556       3.362625013142e-10       1.229837047168e-12       7.177193601217e-13       7.177193601217e-12       9.499295740628e-13       9.624569030659e-15       5.326432009334e-14       1.288954107344e-15      -5.248630252845e-17 
  557       3.356809159906e-10       1.250803552271e-12       7.273543738902e-13       7.273543738902e-12       1.086195038478e-12       9.644591702928e-15       5.292067057848e-14       1.303827912506e-15      -6.296359489843e-17 
  558       3.350744469122e-10       1.272393577195e-12       7.317051754883e-13       7.317051754883e-12       1.220149269910e-12       9.664392311015e-15       5.257979666742e-14       1.319334314487e-15      -7.335754488837e-17 
  559       3.344435206778e-10       1.294600044587e-12       7.310342467208e-13       7.310342467208e-12       1.351724283484e-12       9.683970895993e-15       5.224168022674e-14       1.335463686783e-15      -8.366822654259e-17 
  560       3.337885721243e-10       1.317415713903e-12       7.256084401417e-13       7.256084401417e-12       1.480851462236e-12       9.703327524260e-15       5.190630228714e-14       1.352206198731e-15      -9.389573030792e-17 
  561       3.331100443657e-10       1.340833180594e-12       7.156989994839e-13       7.156989994839e-12       1.607461554854e-12       9.722462287681e-15       5.157364303863e-14       1.369551814500e-15      -1.040401631340e-16 
  562       3.324083888325e-10       1.364844875293e-12       7.015815800887e-13       7.015815800887e-12       1.731484673416e-12       9.741375303732e-15       5.124368182566e-14       1.387490292087e-15      -1.141016485735e-16 
  563       3.316840653110e-10       1.389443062999e-12       6.835362693343e-13       6.835362693343e-12       1.852850291129e-12       9.760066715649e-15       5.091639714235e-14       1.406011182311e-15      -1.240803268824e-16 
  564       3.309375419822e-10       1.414619842264e-12       6.618476070662e-13       6.618476070662e-12       1.971487240075e-12       9.778536692564e-15       5.059176662771e-14       1.425103827805e-15      -1.339763551206e-16 
  565       3.301692954612e-10       1.440367144381e-12       6.368046060257e-13       6.368046060257e-12       2.087323708941e-12       9.796785429655e-15       5.026976706077e-14       1.444757362014e-15      -1.437899072517e-16 
  566       3.293798108366e-10       1.466676732568e-12       6.087007722794e-13       6.087007722794e-12       2.200287240770e-12       9.814813148287e-15       4.995037435581e-14       1.464960708185e-15      -1.535211742436e-16 
  567       3.285695817093e-10       1.493540201154e-12       5.778341256486e-13       5.778341256486e-12       2.310304730694e-12       9.832620096157e-15       4.963356355754e-14       1.485702578361e-15      -1.631703641687e-16 
  568       3.277391102320e-10       1.520948974767e-12       5.445072201389e-13       5.445072201389e-12       2.417302423675e-12       9.850206547436e-15       4.931930883628e-14       1.506971472380e-15      -1.727377023042e-16 
  569       3.268889071484e-10       1.548894307518e-12       5.090271643689e-13       5.090271643689e-12       2.521205912246e-12       9.867572802916e-15       4.900758348317e-14       1.528755676863e-15      -1.822234312324e-16 
  570       3.260194918323e-10       1.577367282190e-12       4.717056419998e-13       4.717056419998e-12       2.621940134253e-12       9.884719190151e-15       4.869835990536e-14       1.551043264211e-15      -1.916278109410e-16 
  571       3.251313923269e-10       1.606358809421e-12       4.328589321650e-13       4.328589321650e-12       2.719429370590e-12       9.901646063602e-15       4.839160962116e-14       1.573822091597e-15      -2.009511189235e-16 
  572       3.242251453840e-10       1.635859626892e-12       3.928079298991e-13       3.928079298991e-12       2.813597242945e-12       9.918353804782e-15       4.808730325531e-14       1.597079799965e-15      -2.101936502789e-16 
  573       3.233012965033e-10       1.665860298511e-12       3.518781665670e-13       3.518781665670e-12       2.904366711534e-12       9.934842822398e-15       4.778541053408e-14       1.620803813016e-15      -2.193557178130e-16 
  574       3.223603999713e-10       1.696351213604e-12       3.103998302937e-13       3.103998302937e-12       2.991660072845e-12       9.951113552494e-15       4.748590028052e-14       1.644981336209e-15      -2.284376521378e-16 
  575       3.214030189009e-10       1.727322586096e-12       2.687077863935e-13       2.687077863935e-12       3.075398957379e-12       9.967166458598e-15       4.718874040963e-14       1.669599355752e-15      -2.374398017721e-16 
  576       3.204297252704e-10       1.758764453700e-12       2.271415977989e-13       2.271415977989e-12       3.155504327386e-12       9.983002031866e-15       4.689389792357e-14       1.694644637595e-15      -2.463625332419e-16 
  577       3.194410999627e-10       1.790666677100e-12       1.860455454906e-13       1.860455454906e-12       3.231896474608e-12       9.998620791220e-15       4.660133890682e-14       1.720103726428e-15      -2.552062311805e-16 
  578       3.184377328048e-10       1.823018939142e-12       1.457686489260e-13       1.457686489260e-12       3.304495018016e-12       1.001402328350e-14       4.631102852138e-14       1.745962944668e-15      -2.639712984291e-16 
  579       3.174202226066e-10       1.855810744017e-12       1.066646864694e-13       1.066646864694e-12       3.373218901555e-12       1.002921008360e-14       4.602293100198e-14       1.772208391462e-15      -2.726581561366e-16 
  580       3.163891772002e-10       1.889031416448e-12       6.909221582050e-14       6.909221582050e-13       3.437986391879e-12       1.004418179462e-14       4.573700965124e-14       1.798825941672e-15      -2.812672438603e-16 
  581       3.153452134796e-10       1.922670100873e-12       3.341459444426e-14       3.341459444426e-13       3.498715076096e-12       1.005893904801e-14       4.545322683490e-14       1.825801244877e-15      -2.897990196658e-16 
  582       3.142889574391e-10       1.956715760639e-12       0.000000000000e+00       0.000000000000e+00       3.555321859501e-12       1.007348250369e-14       4.517154397696e-14       1.853119724359e-15      -2.982539602278e-16 
  583       3.132210169897e-10       1.991157106260e-12      -3.085204388812e-14      -3.085204388812e-13       3.607736267578e-12       1.008781298620e-14       4.489192735473e-14       1.880768349121e-15      -3.066323153672e-16 
  584       3.121418995799e-10       2.025982379907e-12      -5.913314818429e-14      -5.913314818429e-13       3.655940721617e-12       1.010193189643e-14       4.461436565261e-14       1.908741000578e-15      -3.149333647231e-16 
  585       3.110520925944e-10       2.061179563931e-12      -8.490909545244e-14      -8.490909545244e-13       3.699931264781e-12       1.011584081045e-14       4.433885283729e-14       1.937033237948e-15      -3.231561427097e-16 
  586       3.099520904204e-10       2.096736450457e-12      -1.082468536277e-13      -1.082468536277e-12       3.739704351323e-12       1.012954134465e-14       4.406538239490e-14       1.965640536980e-15      -3.312996824119e-16 
  587       3.088423944775e-10       2.132640640547e-12      -1.292145814905e-13      -1.292145814905e-12       3.775256849018e-12       1.014303515594e-14       4.379394732824e-14       1.994558289580e-15      -3.393630155995e-16 
  588       3.077235132475e-10       2.168879543359e-12      -1.478816341406e-13      -1.478816341406e-12       3.806586041591e-12       1.015632394193e-14       4.352454015398e-14       2.023781803425e-15      -3.473451727405e-16 
  589       3.065959623036e-10       2.205440375309e-12      -1.643185684709e-13      -1.643185684709e-12       3.833689631145e-12       1.016940944115e-14       4.325715289995e-14       2.053306301586e-15      -3.552451830151e-16 
  590       3.054602643405e-10       2.242310159233e-12      -1.785971486417e-13      -1.785971486417e-12       3.856565740593e-12       1.018229343321e-14       4.299177710232e-14       2.083126922141e-15      -3.630620743293e-16 
  591       3.043169492034e-10       2.279475723546e-12      -1.907903515548e-13      -1.907903515548e-12       3.875212916086e-12       1.019497773900e-14       4.272840380287e-14       2.113238717803e-15      -3.707948733290e-16 
  592       3.031665539184e-10       2.316923701407e-12      -2.009723723271e-13      -2.009723723271e-12       3.889630129441e-12       1.020746422092e-14       4.246702354620e-14       2.143636655528e-15      -3.784426054132e-16 
  593       3.020096227214e-10       2.354640529876e-12      -2.092186297649e-13      -2.092186297649e-12       3.899816780570e-12       1.021975478299e-14       4.220762637701e-14       2.174315616144e-15      -3.860042947479e-16 
  594       3.008467070882e-10       2.392612449077e-12      -2.156057718380e-13      -2.156057718380e-12       3.905772699912e-12       1.023185137113e-14       4.195020183727e-14       2.205270393962e-15      -3.934789642803e-16 
  595       2.996783657638e-10       2.430825501360e-12      -2.202116811537e-13      -2.202116811537e-12       3.907498150858e-12       1.024375597330e-14       4.169473896350e-14       2.236495696400e-15      -4.008656357518e-16 
  596       2.985051647923e-10       2.469265530460e-12      -2.231154804304e-13      -2.231154804304e-12       3.904993832184e-12       1.025547061969e-14       4.144122628399e-14       2.267986143599e-15      -4.081633297122e-16 
  597       2.973276775462e-10       2.507918180659e-12      -2.243975379722e-13      -2.243975379722e-12       3.898260880477e-12       1.026699738294e-14       4.118965181605e-14       2.299736268043e-15      -4.153710655336e-16 
  598       2.961464847564e-10       2.546768895950e-12      -2.241394731427e-13      -2.241394731427e-12       3.887300872568e-12       1.027833837833e-14       4.094000306321e-14       2.331740514179e-15      -4.224878614235e-16 
  599       2.949621745415e-10       2.585802919193e-12      -2.224241618387e-13      -2.224241618387e-12       3.872115827955e-12       1.028949576394e-14       4.069226701250e-14       2.363993238033e-15      -4.295127344392e-16 
  600       2.937753424375e-10       2.625005291279e-12      -2.193357419648e-13      -2.193357419648e-12       3.852708211238e-12       1.030047174085e-14       4.044643013163e-14       2.396488706832e-15      -4.364447005011e-16 
  601       2.925865914277e-10       2.664360850294e-12      -2.149596189069e-13      -2.149596189069e-12       3.829080934547e-12       1.031126855339e-14       4.020247836629e-14       2.429221098621e-15      -4.432827744067e-16 
  602       2.913965319718e-10       2.703854230673e-12      -2.093824710065e-13      -2.093824710065e-12       3.801237359967e-12       1.032188848923e-14       3.996039713733e-14       2.462184501881e-15      -4.500259698441e-16 
  603       2.902057820360e-10       2.743469862368e-12      -2.026922550347e-13      -2.026922550347e-12       3.769181301974e-12       1.033233387966e-14       3.972017133802e-14       2.495372915152e-15      -4.566732994060e-16 
  604       2.890149671222e-10       2.783191970005e-12      -1.949782116662e-13      -1.949782116662e-12       3.732917029856e-12       1.034260709974e-14       3.948178533127e-14       2.528780246646e-15      -4.632237746032e-16 
  605       2.878247202979e-10       2.823004572047e-12      -1.863308709531e-13      -1.863308709531e-12       3.692449270151e-12       1.035271056850e-14       3.924522294690e-14       2.562400313870e-15      -4.696764058786e-16 
  606       2.866356822260e-10       2.862891479955e-12      -1.768420577993e-13      -1.768420577993e-12       3.647783209067e-12       1.036264674914e-14       3.901046747881e-14       2.596226843246e-15      -4.760302026206e-16 
  607       2.854485011939e-10       2.902836297349e-12      -1.666048974343e-13      -1.666048974343e-12       3.598924494920e-12       1.037241814920e-14       3.877750168230e-14       2.630253469725e-15      -4.822841731771e-16 
  608       2.842638331435e-10       2.942822419169e-12      -1.557138208871e-13      -1.557138208871e-12       3.545879240556e-12       1.038202732077e-14       3.854630777121e-14       2.664473736410e-15      -4.884373248693e-16 
  609       2.830823417007e-10       2.982833030834e-12      -1.442645704604e-13      -1.442645704604e-12       3.488654025785e-12       1.039147686068e-14       3.831686741525e-14       2.698881094172e-15      -4.944886640050e-16 
  610       2.819046982050e-10       3.022851107409e-12      -1.323542052047e-13      -1.323542052047e-12       3.427255899805e-12       1.040076941069e-14       3.808916173715e-14       2.733468901273e-15      -5.004371958929e-16 
  611       2.807315817392e-10       3.062859412760e-12      -1.200811063922e-13      -1.200811063922e-12       3.361692383638e-12       1.040990765768e-14       3.786317130995e-14       2.768230422980e-15      -5.062819248559e-16 
  612       2.795636791589e-10       3.102840498718e-12      -1.075449829906e-13      -1.075449829906e-12       3.291971472553e-12       1.041889433384e-14       3.763887615421e-14       2.803158831187e-15      -5.120218542451e-16 
  613       2.784016851223e-10       3.142776704241e-12      -9.484687713748e-14      -9.484687713748e-13       3.218101638498e-12       1.042773221687e-14       3.741625573526e-14       2.838247204033e-15      -5.176559864535e-16 
  614       2.772463021196e-10       3.182650154572e-12      -8.208916961420e-14      -8.208916961420e-13       3.140091832530e-12       1.043642413016e-14       3.719528896042e-14       2.873488525521e-15      -5.231833229295e-16 
  615       2.760982405029e-10       3.222442760403e-12      -6.937558531981e-14      -6.937558531981e-13       3.057951487240e-12       1.044497294300e-14       3.697595417624e-14       2.908875685136e-15      -5.286028641910e-16 
  616       2.749582185154e-10       3.262136217036e-12      -5.681119874519e-14      -5.681119874519e-13       2.971690519188e-12       1.045338157073e-14       3.675822916574e-14       2.944401477467e-15      -5.339136098388e-16 
  617       2.738269623215e-10       3.301712003543e-12      -4.450243944700e-14      -4.450243944700e-13       2.881319331326e-12       1.046165297501e-14       3.654209114564e-14       2.980058601819e-15      -5.391145585708e-16 
  618       2.727052060360e-10       3.341151381926e-12      -3.255709752173e-14      -3.255709752173e-13       2.786848815434e-12       1.046979016392e-14       3.632751676359e-14       3.015839661842e-15      -5.442047081951e-16 
  619       2.715936917540e-10       3.380435396282e-12      -2.108432907970e-14      -2.108432907970e-13       2.688290354541e-12       1.047779619221e-14       3.611448209542e-14       3.051737165141e-15      -5.491830556442e-16 
  620       2.704931695806e-10       3.419544871960e-12      -1.019466171911e-14      -1.019466171911e-13       2.585655825361e-12       1.048567416149e-14       3.590296264234e-14       3.087743522898e-15      -5.540485969886e-16 
  621       2.694043976599e-10       3.458460414725e-12       0.000000000000e+00       0.000000000000e+00       2.478957600720e-12       1.049342722039e-14       3.569293332824e-14       3.123851049492e-15      -5.588003274507e-16 
  622       2.683280639605e-10       3.497163886569e-12       9.408782353589e-15       9.408782353589e-14       2.368215418550e-12       1.050105857323e-14       3.548437213924e-14       3.160051045136e-15      -5.634375638749e-16 
  623       2.672645495570e-10       3.535642872812e-12       1.802965334261e-14       1.802965334261e-13       2.253477160649e-12       1.050857150576e-14       3.527727114195e-14       3.196331020956e-15      -5.679609204068e-16 
  624       2.662141598612e-10       3.573886317986e-12       2.588318948412e-14       2.588318948412e-13       2.134798565479e-12       1.051596936040e-14       3.507162571785e-14       3.232677408158e-15      -5.723713556968e-16 
  625       2.651772023709e-10       3.611883058278e-12       3.299030779587e-14       3.299030779587e-13       2.012236410199e-12       1.052325552802e-14       3.486743094269e-14       3.269076468453e-15      -5.766698526262e-16 
  626       2.641539866750e-10       3.649621821145e-12       3.937226726311e-14       3.937226726311e-13       1.885848515227e-12       1.053043344815e-14       3.466468158484e-14       3.305514293403e-15      -5.808574184205e-16 
  627       2.631448244592e-10       3.687091224936e-12       4.505067030526e-14       4.505067030526e-13       1.755693748792e-12       1.053750660917e-14       3.446337210360e-14       3.341976803744e-15      -5.849350847629e-16 
  628       2.621500295108e-10       3.724279778509e-12       5.004746424276e-14       5.004746424276e-13       1.621832031489e-12       1.054447854852e-14       3.426349664763e-14       3.378449748731e-15      -5.889039079079e-16 
  629       2.611699177247e-10       3.761175880849e-12       5.438494276377e-14       5.438494276377e-13       1.484324340838e-12       1.055135285287e-14       3.406504905327e-14       3.414918705468e-15      -5.927649687953e-16 
  630       2.602048071085e-10       3.797767820686e-12       5.808574739095e-14       5.808574739095e-13       1.343232715836e-12       1.055813315830e-14       3.386802284292e-14       3.451369078243e-15      -5.965193731632e-16 
  631       2.592550177880e-10       3.834043776114e-12       6.117286894821e-14       6.117286894821e-13       1.198620261515e-12       1.056482315055e-14       3.367241122340e-14       3.487786097864e-15      -6.001682516621e-16 
  632       2.583208720124e-10       3.869991814212e-12       6.366964902748e-14       6.366964902748e-13       1.050551153496e-12       1.057142656517e-14       3.347820708430e-14       3.524154820994e-15      -6.037127599682e-16 
  633       2.574026941599e-10       3.905599890657e-12       6.559978145548e-14       6.559978145548e-13       8.990906425457e-13       1.057794718773e-14       3.328540299638e-14       3.560460129484e-15      -6.071540788970e-16 
  634       2.565008107429e-10       3.940855849349e-12       6.698731376043e-14       6.698731376043e-13       7.443050591297e-13       1.058438885401e-14       3.309399120988e-14       3.596686729712e-15      -6.104934145171e-16 
  635       2.556155504138e-10       3.975747422021e-12       6.785664863886e-14       6.785664863886e-13       5.862618179710e-13       1.059075545019e-14       3.290396365291e-14       3.632819151912e-15      -6.137319982635e-16 
  636       2.547472439697e-10       4.010262227867e-12       6.823254542235e-14       6.823254542235e-13       4.250294226038e-13       1.059705091305e-14       3.271531192983e-14       3.668841749516e-15      -6.168710870515e-16 
  637       2.538962243584e-10       4.044387773153e-12       6.814012154428e-14       6.814012154428e-13       2.606774699293e-13       1.060327923018e-14       3.252802731959e-14       3.704738698482e-15      -6.199119633902e-16 
  638       2.530628266834e-10       4.078111450840e-12       6.760485400659e-14       6.760485400659e-13       9.327665477134e-14       1.060944444015e-14       3.234210077407e-14       3.740493996633e-15      -6.228559354958e-16 
  639       2.522473882097e-10       4.111420540199e-12       6.665258084658e-14       6.665258084658e-13      -7.710122556803e-14       1.061555063269e-14       3.215752291651e-14       3.776091462993e-15      -6.257043374056e-16 
  640       2.514502483686e-10       4.144302206432e-12       6.530950260358e-14       6.530950260358e-13      -2.503832667532e-13       1.062160194896e-14       3.197428403981e-14       3.811514737117e-15      -6.284585290915e-16 
  641       2.506717487638e-10       4.176743500288e-12       6.360218378582e-14       6.360218378582e-13      -4.264954528595e-13       1.062760258163e-14       3.179237410490e-14       3.846747278431e-15      -6.311198965734e-16 
  642       2.499122331762e-10       4.208731357687e-12       6.155755433708e-14       6.155755433708e-13      -6.053626518174e-13       1.063355677519e-14       3.161178273916e-14       3.881772365563e-15      -6.336898520328e-16 
  643       2.491720475695e-10       4.240252599329e-12       5.920291110354e-14       5.920291110354e-13      -7.869086108572e-13       1.063946882606e-14       3.143249923469e-14       3.916573095680e-15      -6.361698339269e-16 
  644       2.484515400955e-10       4.271293930321e-12       5.656591930048e-14       5.656591930048e-13      -9.710559519536e-13       1.064534308283e-14       3.125451254677e-14       3.951132383825e-15      -6.385613071014e-16 
  645       2.477510611000e-10       4.301841939792e-12       5.367461397906e-14       5.367461397906e-13      -1.157726167270e-12       1.065118394642e-14       3.107781129213e-14       3.985432962247e-15      -6.408657629047e-16 
  646       2.470709631273e-10       4.331883100510e-12       5.055740149308e-14       5.055740149308e-13      -1.346839614603e-12       1.065699587032e-14       3.090238374739e-14       4.019457379738e-15      -6.430847193014e-16 
  647       2.464116009263e-10       4.361403768505e-12       4.724306096572e-14       4.724306096572e-13      -1.538315512827e-12       1.066278336074e-14       3.072821784738e-14       4.053188000970e-15      -6.452197209854e-16 
  648       2.457733314556e-10       4.390390182681e-12       4.376074575635e-14       4.376074575635e-13      -1.732071937339e-12       1.066855097683e-14       3.055530118352e-14       4.086607005829e-15      -6.472723394943e-16 
  649       2.451565138890e-10       4.418828464441e-12       4.013998492720e-14       4.013998492720e-13      -1.928025815501e-12       1.067430333087e-14       3.038362100215e-14       4.119696388746e-15      -6.492441733224e-16 
  650       2.445615096208e-10       4.446704617300e-12       3.641068471023e-14       3.641068471023e-13      -2.126092922088e-12       1.068004508845e-14       3.021316420296e-14       4.152437958038e-15      -6.511368480344e-16 
  651       2.439886822710e-10       4.474004526507e-12       3.260312997377e-14       3.260312997377e-13      -2.326187874731e-12       1.068578096869e-14       3.004391733726e-14       4.184813335238e-15      -6.529520163792e-16 
  652       2.434383976914e-10       4.500713958662e-12       2.874798568939e-14       2.874798568939e-13      -2.528224129360e-12       1.069151574442e-14       2.987586660645e-14       4.216803954434e-15      -6.546913584033e-16 
  653       2.429110239699e-10       4.526818561335e-12       2.487629839858e-14       2.487629839858e-13      -2.732113975648e-12       1.069725424235e-14       2.970899786028e-14       4.248391061601e-15      -6.563565815644e-16 
  654       2.424069314371e-10       4.552303862684e-12       2.101949767955e-14       2.101949767955e-13      -2.937768532461e-12       1.070300134333e-14       2.954329659528e-14       4.279555713936e-15      -6.579494208451e-16 
  655       2.419264926705e-10       4.577155271073e-12       1.720939761395e-14       1.720939761395e-13      -3.145097743296e-12       1.070876198247e-14       2.937874795310e-14       4.310278779194e-15      -6.594716388664e-16 
  656       2.414700825008e-10       4.601358074690e-12       1.347819825368e-14       1.347819825368e-13      -3.354010371727e-12       1.071454114938e-14       2.921533671887e-14       4.340540935023e-15      -6.609250260014e-16 
  657       2.410380780170e-10       4.624897441170e-12       9.858487087607e-15       9.858487087607e-14      -3.564413996854e-12       1.072034388835e-14       2.905304731957e-14       4.370322668299e-15      -6.623114004888e-16 
  658       2.406308585715e-10       4.647758417206e-12       6.383240508353e-15       6.383240508353e-14      -3.776215008741e-12       1.072617529857e-14       2.889186382237e-14       4.399604274459e-15      -6.636326085464e-16 
  659       2.402488057859e-10       4.669925928172e-12       3.085825279027e-15       3.085825279027e-14      -3.989318603864e-12       1.073204053426e-14       2.873176993306e-14       4.428365856839e-15      -6.648905244850e-16 
  660       2.398923035562e-10       4.691384777743e-12       0.000000000000e+00       0.000000000000e+00      -4.203628780557e-12       1.073794480494e-14       2.857274899430e-14       4.456587326006e-15      -6.660870508217e-16 
