# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi                   9:TB                    10:EB                 
 1391       1.045416740426e-10       2.480684655226e-12      -2.263067266429e-24      -2.263067266429e-23      -7.523953672230e-12       1.122979825345e-14       1.624347518753e-15       5.591716128484e-16      -5.736179591537e-17 
 1392       1.046724707634e-10       2.457857190467e-12      -2.023101441746e-24      -2.023101441746e-23      -7.487827433405e-12       1.122705184360e-14       1.619619090192e-15       5.586562452871e-16      -5.664619148785e-17 
 1393       1.047999608148e-10       2.435151647819e-12      -1.780972157445e-24      -1.780972157445e-23      -7.450234130009e-12       1.122430260272e-14       1.614907211038e-15       5.580814781152e-16      -5.592910137276e-17 
 1394       1.049240144927e-10       2.412577196357e-12      -1.538609488245e-24      -1.538609488245e-23      -7.411187144054e-12       1.122154837965e-14       1.610211798095e-15       5.574466029251e-16      -5.521064007327e-17 
 1395       1.050445014113e-10       2.390143054625e-12      -1.297954616846e-24      -1.297954616846e-23      -7.370699960021e-12       1.121878701048e-14       1.605532767160e-15       5.567509083087e-16      -5.449092274999e-17 
 1396       1.051612905020e-10       2.367858490724e-12      -1.060959853855e-24      -1.060959853855e-23      -7.328786165064e-12       1.121601631854e-14       1.600870033027e-15       5.559936798530e-16      -5.377006522211e-17 
 1397       1.052742500119e-10       2.345732822399e-12      -8.295886577100e-25      -8.295886577100e-24      -7.285459449207e-12       1.121323411434e-14       1.596223509480e-15       5.551742001347e-16      -5.304818396858e-17 
 1398       1.053832475029e-10       2.323775417121e-12      -6.058156545976e-25      -6.058156545976e-24      -7.240733605541e-12       1.121043819560e-14       1.591593109291e-15       5.542917487163e-16      -5.232539612927e-17 
 1399       1.054881498504e-10       2.301995692181e-12      -3.916266583811e-25      -3.916266583811e-24      -7.194622530423e-12       1.120762634716e-14       1.586978744222e-15       5.533456021405e-16      -5.160181950616e-17 
 1400       1.055888232421e-10       2.280403114770e-12      -1.890186905213e-25      -1.890186905213e-24      -7.147140223677e-12       1.120479634104e-14       1.582380325018e-15       5.523350339260e-16      -5.087757256449e-17 
 1401       1.056851331770e-10       2.259007202070e-12       0.000000000000e+00       0.000000000000e+00      -7.098300788789e-12       1.120194593635e-14       1.577797761408e-15       5.512593145625e-16      -5.015277443393e-17 
 1402       1.057769606659e-10       2.237816619602e-12       1.738239941904e-25       1.738239941904e-24      -7.048120365835e-12       1.119907302661e-14       1.573230969999e-15       5.501182472746e-16      -4.942753174600e-17 
 1403       1.058642510211e-10       2.216836465830e-12       3.324976409869e-25       3.324976409869e-24      -6.996622951907e-12       1.119617608351e-14       1.568679898064e-15       5.489137814368e-16      -4.870189899370e-17 
 1404       1.059469655735e-10       2.196070959408e-12       4.764810861352e-25       4.764810861352e-24      -6.943834641797e-12       1.119325371771e-14       1.564144499997e-15       5.476484159782e-16      -4.797591776071e-17 
 1405       1.060250655167e-10       2.175524338373e-12       6.062373802218e-25       6.062373802218e-24      -6.889781701085e-12       1.119030453196e-14       1.559624729439e-15       5.463246651686e-16      -4.724962984804e-17 
 1406       1.060985119063e-10       2.155200860183e-12       7.222324840129e-25       7.222324840129e-24      -6.834490566462e-12       1.118732712109e-14       1.555120539273e-15       5.449450586464e-16      -4.652307727435e-17 
 1407       1.061672656600e-10       2.135104801742e-12       8.249352737921e-25       8.249352737921e-24      -6.777987846046e-12       1.118432007195e-14       1.550631881625e-15       5.435121414470e-16      -4.579630227634e-17 
 1408       1.062312875577e-10       2.115240459434e-12       9.148175466992e-25       9.148175466992e-24      -6.720300319694e-12       1.118128196344e-14       1.546158707861e-15       5.420284740302e-16      -4.506934730915e-17 
 1409       1.062905382408e-10       2.095612149154e-12       9.923540260687e-25       9.923540260687e-24      -6.661454939326e-12       1.117821136646e-14       1.541700968584e-15       5.404966323082e-16      -4.434225504665e-17 
 1410       1.063449782122e-10       2.076224206342e-12       1.058022366768e-24       1.058022366768e-23      -6.601478829232e-12       1.117510684393e-14       1.537258613635e-15       5.389192076740e-16      -4.361506838188e-17 
 1411       1.063945678362e-10       2.057080986010e-12       1.112303160534e-24       1.112303160534e-23      -6.540399286395e-12       1.117196695076e-14       1.532831592089e-15       5.372988070287e-16      -4.288783042739e-17 
 1412       1.064392673381e-10       2.038186862777e-12       1.155679941316e-24       1.155679941316e-23      -6.478243780808e-12       1.116879023384e-14       1.528419852255e-15       5.356380528100e-16      -4.216058451557e-17 
 1413       1.064790368044e-10       2.019546230899e-12       1.188639190610e-24       1.188639190610e-23      -6.415039955786e-12       1.116557523199e-14       1.524023341673e-15       5.339395830196e-16      -4.143337419909e-17 
 1414       1.065138361821e-10       2.001163504301e-12       1.211670342796e-24       1.211670342796e-23      -6.350815628282e-12       1.116232047601e-14       1.519642007113e-15       5.322060512515e-16      -4.070624325121e-17 
 1415       1.065436252788e-10       1.983043116609e-12       1.225265790483e-24       1.225265790483e-23      -6.285598789211e-12       1.115902448863e-14       1.515275794573e-15       5.304401267198e-16      -3.997923566617e-17 
 1416       1.065683637623e-10       1.965189521179e-12       1.229920889839e-24       1.229920889839e-23      -6.219417603757e-12       1.115568578448e-14       1.510924649278e-15       5.286444942866e-16      -3.925239565954e-17 
 1417       1.065880111609e-10       1.947607191132e-12       1.226133965935e-24       1.226133965935e-23      -6.152300411695e-12       1.115230287011e-14       1.506588515677e-15       5.268218544902e-16      -3.852576766862e-17 
 1418       1.066025268624e-10       1.930300619383e-12       1.214406318082e-24       1.214406318082e-23      -6.084275727706e-12       1.114887424395e-14       1.502267337442e-15       5.249749235725e-16      -3.779939635278e-17 
 1419       1.066118701148e-10       1.913274318672e-12       1.195242225168e-24       1.195242225168e-23      -6.015372241694e-12       1.114539839630e-14       1.497961057466e-15       5.231064335074e-16      -3.707332659381e-17 
 1420       1.066160000253e-10       1.896532821600e-12       1.169148950999e-24       1.169148950999e-23      -5.945618819102e-12       1.114187380935e-14       1.493669617863e-15       5.212191320285e-16      -3.634760349632e-17 
 1421       1.066148755606e-10       1.880080680653e-12       1.136636749635e-24       1.136636749635e-23      -5.875044501225e-12       1.113829895710e-14       1.489392959963e-15       5.193157826573e-16      -3.562227238812e-17 
 1422       1.066084555465e-10       1.863922468242e-12       1.098218870727e-24       1.098218870727e-23      -5.803678505533e-12       1.113467230541e-14       1.485131024313e-15       5.173991647307e-16      -3.489737882053e-17 
 1423       1.065966986680e-10       1.848062776726e-12       1.054411564861e-24       1.054411564861e-23      -5.731550225983e-12       1.113099231194e-14       1.480883750675e-15       5.154720734292e-16      -3.417296856880e-17 
 1424       1.065795634686e-10       1.832506218450e-12       1.005734088890e-24       1.005734088890e-23      -5.658689233336e-12       1.112725742617e-14       1.476651078023e-15       5.135373198048e-16      -3.344908763244e-17 
 1425       1.065570083504e-10       1.817257425775e-12       9.527087112781e-25       9.527087112781e-24      -5.585125275473e-12       1.112346608935e-14       1.472432944542e-15       5.115977308091e-16      -3.272578223562e-17 
 1426       1.065289915741e-10       1.802321051106e-12       8.958607174329e-25       8.958607174329e-24      -5.510888277714e-12       1.111961673452e-14       1.468229287627e-15       5.096561493208e-16      -3.200309882750e-17 
 1427       1.064954712583e-10       1.787701766928e-12       8.357184150486e-25       8.357184150486e-24      -5.436008343131e-12       1.111570778648e-14       1.464040043880e-15       5.077154341740e-16      -3.128108408264e-17 
 1428       1.064564053797e-10       1.773404265835e-12       7.728131394424e-25       7.728131394424e-24      -5.360515752866e-12       1.111173766178e-14       1.459865149109e-15       5.057784601860e-16      -3.055978490132e-17 
 1429       1.064117517729e-10       1.759433260562e-12       7.076792588929e-25       7.076792588929e-24      -5.284440966447e-12       1.110770476868e-14       1.455704538326e-15       5.038481181853e-16      -2.983924840995e-17 
 1430       1.063614681299e-10       1.745793484016e-12       6.408541799790e-25       6.408541799790e-24      -5.207814622107e-12       1.110360750719e-14       1.451558145746e-15       5.019273150394e-16      -2.911952196140e-17 
 1431       1.063055120004e-10       1.732489689309e-12       5.728783529177e-25       5.728783529177e-24      -5.130667537094e-12       1.109944426899e-14       1.447425904785e-15       5.000189736828e-16      -2.840065313540e-17 
 1432       1.062438407908e-10       1.719526649788e-12       5.042952769029e-25       5.042952769029e-24      -5.053030707996e-12       1.109521343749e-14       1.443307748057e-15       4.981260331449e-16      -2.768268973888e-17 
 1433       1.061764117650e-10       1.706909159068e-12       4.356515054432e-25       4.356515054432e-24      -4.974935311048e-12       1.109091338774e-14       1.439203607375e-15       4.962514485782e-16      -2.696567980635e-17 
 1434       1.061031820435e-10       1.694642031060e-12       3.674966517011e-25       3.674966517011e-24      -4.896412702458e-12       1.108654248646e-14       1.435113413745e-15       4.943981912856e-16      -2.624967160026e-17 
 1435       1.060241086034e-10       1.682730100007e-12       3.003833938305e-25       3.003833938305e-24      -4.817494418716e-12       1.108209909203e-14       1.431037097371e-15       4.925692487492e-16      -2.553471361138e-17 
 1436       1.059391482783e-10       1.671178220513e-12       2.348674803157e-25       2.348674803157e-24      -4.738212176912e-12       1.107758155444e-14       1.426974587645e-15       4.907676246573e-16      -2.482085455916e-17 
 1437       1.058482577579e-10       1.659991267575e-12       1.715077353093e-25       1.715077353093e-24      -4.658597875057e-12       1.107298821533e-14       1.422925813152e-15       4.889963389331e-16      -2.410814339207e-17 
 1438       1.057513935879e-10       1.649174136613e-12       1.108660639708e-25       1.108660639708e-24      -4.578683592391e-12       1.106831740790e-14       1.418890701666e-15       4.872584277622e-16      -2.339662928802e-17 
 1439       1.056485121701e-10       1.638731743506e-12       5.350745780491e-26       5.350745780491e-25      -4.498501589709e-12       1.106356745698e-14       1.414869180147e-15       4.855569436206e-16      -2.268636165468e-17 
 1440       1.055395697616e-10       1.628669024617e-12       0.000000000000e+00       0.000000000000e+00      -4.418084309669e-12       1.105873667896e-14       1.410861174740e-15       4.838949553029e-16      -2.197739012988e-17 
 1441       1.054245369902e-10       1.618989905947e-12      -4.920233731913e-26      -4.920233731913e-25      -4.337463091953e-12       1.105382362638e-14       1.406866617120e-15       4.822745875772e-16      -2.126976570638e-17 
 1442       1.053034425598e-10       1.609694199067e-12      -9.411261341730e-26      -9.411261341730e-25      -4.256664303821e-12       1.104882782448e-14       1.402885463586e-15       4.806941294328e-16      -2.056354411796e-17 
 1443       1.051763299881e-10       1.600780673744e-12      -1.348615698649e-25      -1.348615698649e-24      -4.175713170916e-12       1.104374904207e-14       1.398917676157e-15       4.791508965391e-16      -1.985878248846e-17 
 1444       1.050432431320e-10       1.592248085934e-12      -1.715807488964e-25      -1.715807488964e-24      -4.094635059099e-12       1.103858704769e-14       1.394963216241e-15       4.776421889281e-16      -1.915553821086e-17 
 1445       1.049042261890e-10       1.584095177758e-12      -2.044024948410e-25      -2.044024948410e-24      -4.013455474690e-12       1.103334160953e-14       1.391022044635e-15       4.761652909661e-16      -1.845386894774e-17 
 1446       1.047593236970e-10       1.576320677471e-12      -2.334599555529e-25      -2.334599555529e-24      -3.932200064716e-12       1.102801249549e-14       1.387094121526e-15       4.747174713269e-16      -1.775383263168e-17 
 1447       1.046085805357e-10       1.568923299434e-12      -2.588870838415e-25      -2.588870838415e-24      -3.850894617148e-12       1.102259947314e-14       1.383179406486e-15       4.732959829639e-16      -1.705548746574e-17 
 1448       1.044520419265e-10       1.561901744090e-12      -2.808186389024e-25      -2.808186389024e-24      -3.769565061145e-12       1.101710230974e-14       1.379277858470e-15       4.718980630825e-16      -1.635889192385e-17 
 1449       1.042897534339e-10       1.555254697928e-12      -2.993901877470e-25      -2.993901877470e-24      -3.688237467296e-12       1.101152077223e-14       1.375389435820e-15       4.705209331130e-16      -1.566410475126e-17 
 1450       1.041217609656e-10       1.548980833464e-12      -3.147381066336e-25      -3.147381066336e-24      -3.606938047863e-12       1.100585462723e-14       1.371514096258e-15       4.691617986824e-16      -1.497118496496e-17 
 1451       1.039481107732e-10       1.543078809206e-12      -3.269995824975e-25      -3.269995824975e-24      -3.525693157022e-12       1.100010364107e-14       1.367651796889e-15       4.678178495875e-16      -1.428019185414e-17 
 1452       1.037688494532e-10       1.537547269630e-12      -3.363126143814e-25      -3.363126143814e-24      -3.444529291105e-12       1.099426757974e-14       1.363802494196e-15       4.664862597669e-16      -1.359118498058e-17 
 1453       1.035840239472e-10       1.532384845150e-12      -3.428160148660e-25      -3.428160148660e-24      -3.363473088843e-12       1.098834620891e-14       1.359966144042e-15       4.651641872740e-16      -1.290422417912e-17 
 1454       1.033936815428e-10       1.527590152091e-12      -3.466494115001e-25      -3.466494115001e-24      -3.282551331610e-12       1.098233929395e-14       1.356142701665e-15       4.638487742487e-16      -1.221936955806e-17 
 1455       1.031978698743e-10       1.523161792659e-12      -3.479532482313e-25      -3.479532482313e-24      -3.201790943660e-12       1.097624659991e-14       1.352332121681e-15       4.625371468907e-16      -1.153668149961e-17 
 1456       1.029966369229e-10       1.519098354916e-12      -3.468687868363e-25      -3.468687868363e-24      -3.121218992374e-12       1.097006789152e-14       1.348534358077e-15       4.612264154314e-16      -1.085622066034e-17 
 1457       1.027900310181e-10       1.515398412749e-12      -3.435381083511e-25      -3.435381083511e-24      -3.040862688501e-12       1.096380293318e-14       1.344749364217e-15       4.599136741066e-16      -1.017804797157e-17 
 1458       1.025781008376e-10       1.512060525846e-12      -3.381041145019e-25      -3.381041145019e-24      -2.960749386398e-12       1.095745148901e-14       1.340977092834e-15       4.585960011289e-16      -9.502224639822e-18 
 1459       1.023608954084e-10       1.509083239662e-12      -3.307105291349e-25      -3.307105291349e-24      -2.880906584275e-12       1.095101332276e-14       1.337217496032e-15       4.572704586601e-16      -8.828812147255e-18 
 1460       1.021384641071e-10       1.506465085395e-12      -3.215018996474e-25      -3.215018996474e-24      -2.801361924436e-12       1.094448819792e-14       1.333470525285e-15       4.559340927840e-16      -8.157872252096e-18 
 1461       1.019108566610e-10       1.504204579959e-12      -3.106235984176e-25      -3.106235984176e-24      -2.722143193520e-12       1.093787587762e-14       1.329736131432e-15       4.545839334784e-16      -7.489466989070e-18 
 1462       1.016781231483e-10       1.502300225952e-12      -2.982218242351e-25      -2.982218242351e-24      -2.643278322746e-12       1.093117612469e-14       1.326014264681e-15       4.532169945879e-16      -6.823658669829e-18 
 1463       1.014403139989e-10       1.500750511632e-12      -2.844436037319e-25      -2.844436037319e-24      -2.564795388153e-12       1.092438870163e-14       1.322304874603e-15       4.518302737962e-16      -6.160509883385e-18 
 1464       1.011974799952e-10       1.499553910884e-12      -2.694367928118e-25      -2.694367928118e-24      -2.486722610842e-12       1.091751337064e-14       1.318607910135e-15       4.504207525987e-16      -5.500083496546e-18 
 1465       1.009496722725e-10       1.498708883199e-12      -2.533500780819e-25      -2.533500780819e-24      -2.409088357219e-12       1.091054989359e-14       1.314923319573e-15       4.489853962749e-16      -4.842442654341e-18 
 1466       1.006969423197e-10       1.498213873637e-12      -2.363329782821e-25      -2.363329782821e-24      -2.331921139237e-12       1.090349803204e-14       1.311251050577e-15       4.475211538608e-16      -4.187650780457e-18 
 1467       1.004393419801e-10       1.498067312809e-12      -2.185358457161e-25      -2.185358457161e-24      -2.255249614640e-12       1.089635754721e-14       1.307591050165e-15       4.460249581215e-16      -3.535771577668e-18 
 1468       1.001769234520e-10       1.498267616840e-12      -2.001098676815e-25      -2.001098676815e-24      -2.179102587200e-12       1.088912820004e-14       1.303943264714e-15       4.444937255237e-16      -2.886869028268e-18 
 1469       9.990973928891e-11       1.498813187347e-12      -1.812070679003e-25      -1.812070679003e-24      -2.103509006966e-12       1.088180975110e-14       1.300307639956e-15       4.429243562079e-16      -2.241007394503e-18 
 1470       9.963784240097e-11       1.499702411406e-12      -1.619803079494e-25      -1.619803079494e-24      -2.028497970500e-12       1.087440196068e-14       1.296684120980e-15       4.413137339611e-16      -1.598251219001e-18 
 1471       9.936128605496e-11       1.500933661531e-12      -1.425832886907e-25      -1.425832886907e-24      -1.954098721123e-12       1.086690458875e-14       1.293072652231e-15       4.396587261894e-16      -9.586653252047e-19 
 1472       9.908012387519e-11       1.502505295637e-12      -1.231705517021e-25      -1.231705517021e-24      -1.880340649158e-12       1.085931739494e-14       1.289473177504e-15       4.379561838899e-16      -3.223148178043e-19 
 1473       9.879440984412e-11       1.504415657019e-12      -1.038974807073e-25      -1.038974807073e-24      -1.807253292166e-12       1.085164013856e-14       1.285885639947e-15       4.362029416240e-16       3.107349168324e-19 
 1474       9.850419830298e-11       1.506663074322e-12      -8.492030300632e-26      -8.492030300632e-25      -1.734866335196e-12       1.084387257863e-14       1.282309982057e-15       4.343958174891e-16       9.404182102272e-19 
 1475       9.820954395244e-11       1.509245861510e-12      -6.639609090637e-26      -6.639609090637e-25      -1.663209611022e-12       1.083601447382e-14       1.278746145681e-15       4.325316130916e-16       1.566669111360e-18 
 1476       9.791050185323e-11       1.512162317843e-12      -4.848276315169e-26      -4.848276315169e-25      -1.592313100387e-12       1.082806558250e-14       1.275194072014e-15       4.306071135189e-16       2.189421386238e-18 
 1477       9.760712742676e-11       1.515410727844e-12      -3.133908635427e-26      -3.133908635427e-25      -1.522206932246e-12       1.082002566269e-14       1.271653701596e-15       4.286190873125e-16       2.808608517462e-18 
 1478       9.729947645584e-11       1.518989361276e-12      -1.512467642419e-26      -1.512467642419e-25      -1.452921384005e-12       1.081189447212e-14       1.268124974312e-15       4.265642864398e-16       3.424163703797e-18 
 1479       9.698760508523e-11       1.522896473109e-12       0.000000000000e+00       0.000000000000e+00      -1.384486881767e-12       1.080367176820e-14       1.264607829391e-15       4.244394462670e-16       4.036019859738e-18 
 1480       9.667157503728e-11       1.527129728378e-12       1.390675229929e-26       1.390675229929e-25      -1.316930674582e-12       1.079535749983e-14       1.261102210520e-15       4.222422950281e-16       4.644115512464e-18 
 1481       9.635146931377e-11       1.531684470586e-12       2.659940712168e-26       2.659940712168e-25      -1.250266820766e-12       1.078695238506e-14       1.257608081245e-15       4.199745932013e-16       5.248412557309e-18 
 1482       9.602737665049e-11       1.536555436132e-12       3.811504998181e-26       3.811504998181e-25      -1.184506103103e-12       1.077845733914e-14       1.254125409720e-15       4.176391241145e-16       5.848878676901e-18 
 1483       9.569938631733e-11       1.541737327817e-12       4.849098691082e-26       4.849098691082e-25      -1.119659345918e-12       1.076987328327e-14       1.250654163603e-15       4.152386872019e-16       6.445481459590e-18 
 1484       9.536758811920e-11       1.547224814781e-12       5.776474483952e-26       5.776474483952e-25      -1.055737415133e-12       1.076120114454e-14       1.247194310056e-15       4.127760980320e-16       7.038188399340e-18 
 1485       9.503207239697e-11       1.553012532446e-12       6.597407198175e-26       6.597407198175e-25      -9.927512183316e-13       1.075244185601e-14       1.243745815744e-15       4.102541883348e-16       7.626966895619e-18 
 1486       9.469293002836e-11       1.559095082456e-12       7.315693821759e-26       7.315693821759e-25      -9.307117048151e-13       1.074359635664e-14       1.240308646832e-15       4.076758060302e-16       8.211784253292e-18 
 1487       9.435025242892e-11       1.565467032618e-12       7.935153547670e-26       7.935153547670e-25      -8.696298656650e-13       1.073466559140e-14       1.236882768985e-15       4.050438152551e-16       8.792607682513e-18 
 1488       9.400413155292e-11       1.572122916841e-12       8.459627812154e-26       8.459627812154e-25      -8.095167338020e-13       1.072565051118e-14       1.233468147368e-15       4.023610963917e-16       9.369404298612e-18 
 1489       9.365465989427e-11       1.579057235078e-12       8.892980333069e-26       8.892980333069e-25      -7.503833840466e-13       1.071655207289e-14       1.230064746643e-15       3.996305460949e-16       9.942141121989e-18 
 1490       9.330193048751e-11       1.586264453265e-12       9.239097148209e-26       9.239097148209e-25      -6.922409331788e-13       1.070737123939e-14       1.226672530972e-15       3.968550773199e-16       1.051078507801e-17 
 1491       9.294603690865e-11       1.593739003261e-12       9.501886653637e-26       9.501886653637e-25      -6.351005399988e-13       1.069810897955e-14       1.223291464009e-15       3.940376193503e-16       1.107530299687e-17 
 1492       9.258707327617e-11       1.601475282794e-12       9.685279642005e-26       9.685279642005e-25      -5.789734053861e-13       1.068876626827e-14       1.219921508906e-15       3.911811178259e-16       1.163566161355e-17 
 1493       9.222513425190e-11       1.609467655392e-12       9.793229340889e-26       9.793229340889e-25      -5.238707723605e-13       1.067934408644e-14       1.216562628306e-15       3.882885347699e-16       1.219182756762e-17 
 1494       9.186031504198e-11       1.617710450332e-12       9.829711451113e-26       9.829711451113e-25      -4.698039261418e-13       1.066984342099e-14       1.213214784348e-15       3.853628486170e-16       1.274376740321e-17 
 1495       9.149271139776e-11       1.626197962576e-12       9.798724185077e-26       9.798724185077e-25      -4.167841942097e-13       1.066026526488e-14       1.209877938659e-15       3.824070542412e-16       1.329144756884e-17 
 1496       9.112241961677e-11       1.634924452713e-12       9.704288305085e-26       9.704288305085e-25      -3.648229463644e-13       1.065061061714e-14       1.206552052361e-15       3.794241629835e-16       1.383483441736e-17 
 1497       9.074953654359e-11       1.643884146897e-12       9.550447161673e-26       9.550447161673e-25      -3.139315947862e-13       1.064088048284e-14       1.203237086062e-15       3.764172026793e-16       1.437389420580e-17 
 1498       9.037415957082e-11       1.653071236792e-12       9.341266731937e-26       9.341266731937e-25      -2.641215940958e-13       1.063107587314e-14       1.199932999861e-15       3.733892176866e-16       1.490859309528e-17 
 1499       8.999638663999e-11       1.662479879509e-12       9.080835657860e-26       9.080835657860e-25      -2.154044414142e-13       1.062119780525e-14       1.196639753341e-15       3.703432689136e-16       1.543889715092e-17 
 1500       8.961631624250e-11       1.672104197547e-12       8.773265284638e-26       8.773265284638e-25      -1.677916764231e-13       1.061124730250e-14       1.193357305577e-15       3.672824338461e-16       1.596477234169e-17 
 1501       8.923404742052e-11       1.681938278734e-12       8.422689699011e-26       8.422689699011e-25      -1.212948814249e-13       1.060122539431e-14       1.190085615123e-15       3.642098065758e-16       1.648618454035e-17 
 1502       8.884967976797e-11       1.691976176167e-12       8.033265767590e-26       8.033265767590e-25      -7.592568140233e-14       1.059113311621e-14       1.186824640023e-15       3.611284978275e-16       1.700309952328e-17 
 1503       8.846331343139e-11       1.702211908154e-12       7.609173175183e-26       7.609173175183e-25      -3.169574407926e-14       1.058097150985e-14       1.183574337800e-15       3.580416349873e-16       1.751548297042e-17 
 1504       8.807504911089e-11       1.712639458153e-12       7.154614463122e-26       7.154614463122e-25       1.138322001977e-14       1.057074162302e-14       1.180334665461e-15       3.549523621301e-16       1.802330046517e-17 
 1505       8.768498806111e-11       1.723252774711e-12       6.673815067596e-26       6.673815067596e-25       5.329945750923e-14       1.056044450965e-14       1.177105579495e-15       3.518638400471e-16       1.852651749421e-17 
 1506       8.729323209208e-11       1.734045771407e-12       6.171023357971e-26       6.171023357971e-25       9.404117208257e-14       1.055008122981e-14       1.173887035869e-15       3.487792462741e-16       1.902509944749e-17 
 1507       8.689988357021e-11       1.745012326792e-12       5.650510675124e-26       5.650510675124e-25       1.335965244521e-13       1.053965284976e-14       1.170678990030e-15       3.457017751188e-16       1.951901161803e-17 
 1508       8.650504541918e-11       1.756146284330e-12       5.116571369768e-26       5.116571369768e-25       1.719536322891e-13       1.052916044190e-14       1.167481396904e-15       3.426346376887e-16       2.000821920187e-17 
 1509       8.610882112090e-11       1.767441452336e-12       4.573522840780e-26       4.573522840780e-25       2.091005701633e-13       1.051860508484e-14       1.164294210891e-15       3.395810619186e-16       2.049268729794e-17 
 1510       8.571131471639e-11       1.778891603919e-12       4.025705573527e-26       4.025705573527e-25       2.450253694832e-13       1.050798786338e-14       1.161117385871e-15       3.365442925989e-16       2.097238090794e-17 
 1511       8.531263080677e-11       1.790490476919e-12       3.477483178198e-26       3.477483178198e-25       2.797160184361e-13       1.049730986851e-14       1.157950875195e-15       3.335275914027e-16       2.144726493627e-17 
 1512       8.491287455411e-11       1.802231773854e-12       2.933242428128e-26       2.933242428128e-25       3.131604619274e-13       1.048657219745e-14       1.154794631688e-15       3.305342369140e-16       2.191730418988e-17 
 1513       8.451215168245e-11       1.814109161854e-12       2.397393298126e-26       2.397393298126e-25       3.453466015210e-13       1.047577595364e-14       1.151648607651e-15       3.275675246550e-16       2.238246337817e-17 
 1514       8.411056847863e-11       1.826116272604e-12       1.874369002804e-26       1.874369002804e-25       3.762622953793e-13       1.046492224675e-14       1.148512754853e-15       3.246307671143e-16       2.284270711290e-17 
 1515       8.370823179331e-11       1.838246702283e-12       1.368626034905e-26       1.368626034905e-25       4.058953582027e-13       1.045401219270e-14       1.145387024535e-15       3.217272937743e-16       2.329799990806e-17 
 1516       8.330524904183e-11       1.850494011510e-12       8.846442036286e-27       8.846442036286e-26       4.342335611699e-13       1.044304691367e-14       1.142271367407e-15       3.188604511392e-16       2.374830617978e-17 
 1517       8.290172820515e-11       1.862851725275e-12       4.269266729607e-27       4.269266729607e-26       4.612646318776e-13       1.043202753810e-14       1.139165733648e-15       3.160336027624e-16       2.419359024620e-17 
 1518       8.249777783083e-11       1.875313332889e-12       0.000000000000e+00       0.000000000000e+00       4.869762542804e-13       1.042095520072e-14       1.136070072904e-15       3.132501292746e-16       2.463381632739e-17 
 1519       8.209350197311e-11       1.887872415073e-12      -3.925208762030e-27      -3.925208762030e-26       5.113593004991e-13       1.040983108566e-14       1.132984338436e-15       3.105125811112e-16       2.506895237833e-17 
 1520       8.168898495837e-11       1.900523026701e-12      -7.507475938922e-27      -7.507475938922e-26       5.344175604069e-13       1.039865655638e-14       1.129908499611e-15       3.078201277151e-16       2.549898162867e-17 
 1521       8.128430647484e-11       1.913259317630e-12      -1.075730439615e-26      -1.075730439615e-25       5.561581056141e-13       1.038743302700e-14       1.126842529530e-15       3.051710838261e-16       2.592389115390e-17 
 1522       8.087954662073e-11       1.926075405820e-12      -1.368525768848e-26      -1.368525768848e-25       5.765880662100e-13       1.037616191936e-14       1.123786400887e-15       3.025637545364e-16       2.634366805237e-17 
 1523       8.047478590491e-11       1.938965377284e-12      -1.630196016269e-26      -1.630196016269e-25       5.957146308708e-13       1.036484466298e-14       1.120740085971e-15       2.999964352735e-16       2.675829944543e-17 
 1524       8.007010524756e-11       1.951923286037e-12      -1.861809706025e-26      -1.861809706025e-25       6.135450469674e-13       1.035348269509e-14       1.117703556663e-15       2.974674117844e-16       2.716777247748e-17 
 1525       7.966558598083e-11       1.964943154038e-12      -2.064441462004e-26      -2.064441462004e-25       6.300866206735e-13       1.034207746064e-14       1.114676784438e-15       2.949749601192e-16       2.757207431607e-17 
 1526       7.926130984952e-11       1.978018971143e-12      -2.239172018102e-26      -2.239172018102e-25       6.453467170732e-13       1.033063041231e-14       1.111659740358e-15       2.925173466148e-16       2.797119215200e-17 
 1527       7.885735901173e-11       1.991144695048e-12      -2.387088228496e-26      -2.387088228496e-25       6.593327602691e-13       1.031914301055e-14       1.108652395079e-15       2.900928278784e-16       2.836511319940e-17 
 1528       7.845381603952e-11       2.004314251237e-12      -2.509283077913e-26      -2.509283077913e-25       6.720522334900e-13       1.030761672355e-14       1.105654718846e-15       2.876996507714e-16       2.875382469582e-17 
 1529       7.805076391961e-11       2.017521532931e-12      -2.606855691898e-26      -2.606855691898e-25       6.835126791990e-13       1.029605302728e-14       1.102666681490e-15       2.853360523932e-16       2.913731390234e-17 
 1530       7.764828605400e-11       2.030760401030e-12      -2.680911347085e-26      -2.680911347085e-25       6.937216992013e-13       1.028445340548e-14       1.099688252433e-15       2.830002600646e-16       2.951556810363e-17 
 1531       7.724646626065e-11       2.044024684067e-12      -2.732561481468e-26      -2.732561481468e-25       7.026869547521e-13       1.027281934971e-14       1.096719400682e-15       2.806904913118e-16       2.988857460805e-17 
